 EVENT OUTPUT
  day   mo  year Precp  Runoff  IR-det Av-det Mx-det  Point  Av-dep Max-dep  Point Sed.Del    ER  Det-Len Dep-Len
    6   12    18  43.9    25.4   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.9  1.00 108.058   0.000
   18   12    18  31.0    12.2   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.5  1.00  61.270   0.000
    9    1    19  34.4    14.0   0.000   0.01   0.03  111.4    0.00    0.00    0.0     1.2  1.00  81.322   0.000
   10    1    19   3.3     1.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   13    1    19   7.4     0.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   29    1    19  26.8     2.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  25.622   0.000
   30    1    19   4.8     2.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    2    2    19  32.8    30.3   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.7  1.00 106.944   0.000
    3    2    19  58.4    55.6   0.000   0.06   0.09  111.4    0.00    0.00    0.0     6.2  1.00 108.058   0.000
    5    2    19  24.3    18.9   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.6  1.00  80.208   0.000
    6    2    19  35.1    32.7   0.000   0.03   0.06  111.4    0.00    0.00    0.0     3.8  1.00 108.058   0.000
    7    2    19  23.5    21.0   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.3  1.00  71.296   0.000
    8    2    19  16.7    14.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    9    2    19   4.6     1.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   13    2    19  15.9     4.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   14    2    19  42.2    40.2   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.9  1.00 109.172   0.000
   16    2    19   6.1     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   17    2    19  17.4    14.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   19    2    19  15.4    10.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   20    2    19   5.8     2.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   21    2    19   5.3     2.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   22    2    19  53.5    51.4   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.3  1.00 109.172   0.000
   23    2    19  44.3    42.2   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.6  1.00 108.058   0.000
   24    2    19  11.1     8.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   25    3    19  96.4    49.3   0.000   0.07   0.12  111.4    0.00    0.00    0.0     6.6  1.00  96.918   0.000
    1    4    19   9.8     6.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  17.824   0.000
   12    5    19  33.4     0.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   13    5    19  25.7    10.9   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.4  1.00 105.830   0.000
   20    2    21  30.4     1.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   21    2    21  53.8    50.7   0.000   0.04   0.06  111.4    0.00    0.00    0.0     4.1  1.00 110.286   0.000
   22    2    21   5.1     2.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   23    2    21  53.8    51.6   0.000   0.05   0.09  111.4    0.00    0.00    0.0     5.9  1.00 108.058   0.000
   27    2    21  13.1     1.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    5    3    21  41.6    25.8   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.3  1.00 106.944   0.000
    6    3    21   6.0     2.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    8    3    21  21.2    15.3   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00  16.710   0.000
   18    4    21  15.2     0.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   12    1    22  78.8    22.4   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.1  1.00 104.716   0.000
   13    2    22 102.1    96.9   0.000   0.11   0.17  111.4    0.00    0.00    0.0    11.7  1.00 108.058   0.000
   14    2    22   7.4     4.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   25    2    22  20.2    14.2   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00   8.912   0.000
   26    2    22  51.1    48.8   0.000   0.06   0.09  111.4    0.00    0.00    0.0     6.3  1.00 106.944   0.000
   27    2    22   6.1     3.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   28    2    22   8.9     6.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    5    3    22  26.4    19.5   0.000   0.02   0.05  111.4    0.00    0.00    0.0     2.1  1.00  88.006   0.000
    6    3    22  41.4    37.5   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.8  1.00 106.944   0.000
    8   11    23  96.9    10.7   0.000   0.01   0.03  111.4    0.00    0.00    0.0     1.4  1.00  95.804   0.000
   20   12    23  54.1    38.9   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.5  1.00 108.058   0.000
   21   12    23   4.3     2.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   22   12    23   2.5     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   12    2    24 130.7    80.9   0.000   0.09   0.14  111.4    0.00    0.00    0.0     9.5  1.00 108.058   0.000
   13    2    24  10.8     8.9   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.1  1.00  15.596   0.000
   15    3    24  96.4    54.8   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.3  1.00 109.172   0.000
   16    3    24  16.2    12.3   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.2  1.00  21.166   0.000
   14    4    24  30.4     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   23    2    25  21.5     5.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   25    2    25  17.4     9.5   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.1  1.00  18.938   0.000
   26    2    25 108.2   105.4   0.000   0.11   0.17  111.4    0.00    0.00    0.0    11.7  1.00 108.058   0.000
    2    3    25  20.7    11.4   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.0  1.00  13.368   0.000
   20   10    25  74.9    30.2   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.2  1.00 109.172   0.000
   27   10    25  45.8    18.5   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.1  1.00 108.058   0.000
   28   12    25 106.5    69.7   0.000   0.08   0.12  111.4    0.00    0.00    0.0     8.2  1.00 108.058   0.000
   29   12    25  91.1    88.6   0.000   0.09   0.15  111.4    0.00    0.00    0.0    10.2  1.00 108.058   0.000
   31   12    25  75.4    71.9   0.000   0.09   0.14  111.4    0.00    0.00    0.0     9.4  1.00 105.830   0.000
    2    1    26  20.7    16.4   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.8  1.00 108.058   0.000
    3    1    26 166.1   164.0   0.000   0.18   0.29  111.4    0.00    0.00    0.0    19.6  1.00 108.058   0.000
    4    1    26   4.1     2.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    7    1    26  48.5    42.1   0.000   0.05   0.09  111.4    0.00    0.00    0.0     3.9  1.00  83.550   0.000
    8    1    26  58.6    56.5   0.000   0.06   0.10  111.4    0.00    0.00    0.0     6.8  1.00 108.058   0.000
    9    1    26  92.9    90.8   0.000   0.10   0.15  111.4    0.00    0.00    0.0    10.3  1.00 108.058   0.000
   10    1    26  87.4    85.4   0.000   0.09   0.14  111.4    0.00    0.00    0.0     9.7  1.00 108.058   0.000
   11    1    26  71.9    69.7   0.000   0.08   0.12  111.4    0.00    0.00    0.0     8.3  1.00 108.058   0.000
   28    1    26  37.7     2.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   11    2    26  69.3    36.6   0.000   0.04   0.06  111.4    0.00    0.00    0.0     4.0  1.00 109.172   0.000
   12    2    26   8.9     6.5   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  10.026   0.000
   18    2    26  44.5    37.9   0.000   0.04   0.08  111.4    0.00    0.00    0.0     3.5  1.00  82.436   0.000
   19    2    26  71.3    68.4   0.000   0.07   0.11  111.4    0.00    0.00    0.0     7.7  1.00 108.058   0.000
   20    2    26  53.0    49.9   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.6  1.00 108.058   0.000
   21    2    26  65.7    62.5   0.000   0.07   0.11  111.4    0.00    0.00    0.0     7.3  1.00 108.058   0.000
   22    2    26  48.8    45.7   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.7  1.00 106.944   0.000
   23    2    26  15.4    12.5   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.1  1.00  15.596   0.000
   22    3    26  45.6     8.1   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.1  1.00 103.602   0.000
   23    3    26  19.4    15.9   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.1  1.00  75.752   0.000
    2    1    27  92.6    23.7   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.3  1.00 102.488   0.000
   28    2    27  61.7    21.6   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.7  1.00 106.944   0.000
    3    3    27  26.2    14.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   28    3    27  69.3    30.2   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.9  1.00 109.172   0.000
   29    3    27  10.7     7.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    1    4    27  12.9     2.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    3    4    27   9.5     1.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    4    4    27  39.1    35.8   0.000   0.04   0.06  111.4    0.00    0.00    0.0     4.2  1.00 108.058   0.000
    5    4    27  10.5     6.3   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00  88.006   0.000
    6    1    29  43.1    29.5   0.000   0.03   0.07  111.4    0.00    0.00    0.0     2.9  1.00  84.664   0.000
    7    1    29  23.5    21.5   0.000   0.02   0.05  111.4    0.00    0.00    0.0     1.7  1.00  79.094   0.000
   23    1    29  26.8     2.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   24    1    29  28.3    26.0   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.4  1.00  94.690   0.000
   25    1    29  87.4    85.0   0.000   0.08   0.13  111.4    0.00    0.00    0.0     9.1  1.00 109.172   0.000
   26    1    29  16.4    13.6   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.6  1.00  64.612   0.000
   27    1    29  58.6    55.9   0.000   0.06   0.09  111.4    0.00    0.00    0.0     6.4  1.00 108.058   0.000
   28    1    29  44.9    42.7   0.000   0.05   0.10  111.4    0.00    0.00    0.0     4.4  1.00  85.778   0.000
    3    2    29  23.3     7.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   24    2    29  35.4    22.3   0.000   0.02   0.03  111.4    0.00    0.00    0.0     0.5  1.00  32.306   0.000
   15   12    29  72.0    12.1   0.000   0.02   0.02  111.4    0.00    0.00    0.0     1.6  1.00 105.830   0.000
    7    2    30  21.5     4.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    9    2    30  18.2    13.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   13    2    30  13.9     1.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   16    2    30  66.8    57.6   0.000   0.07   0.11  111.4    0.00    0.00    0.0     7.1  1.00 106.944   0.000
   17    2    30  13.9    11.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   14   10    30  71.6    15.2   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.9  1.00 106.944   0.000
   12   12    30  38.9     5.8   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00  93.576   0.000
   18    1    31  51.5    21.0   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00  14.482   0.000
   19    1    31  20.2    18.3   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.5  1.00  80.208   0.000
   20    1    31  45.4    43.8   0.000   0.05   0.07  111.4    0.00    0.00    0.0     5.0  1.00 108.058   0.000
   21    1    31  30.3    28.6   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.3  1.00 108.058   0.000
   22    1    31  13.8    12.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  13.368   0.000
    5    2    31  58.1    29.4   0.000   0.03   0.06  111.4    0.00    0.00    0.0     2.1  1.00  74.638   0.000
    6    2    31  46.0    44.2   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.2  1.00 108.058   0.000
    9    2    31  15.4     7.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   27    2    31  44.8    33.2   0.000   0.04   0.07  111.4    0.00    0.00    0.0     3.0  1.00  81.322   0.000
   18   12    31  79.0    12.7   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.8  1.00 101.374   0.000
   19   12    31  70.2    52.3   0.000   0.05   0.07  111.4    0.00    0.00    0.0     5.0  1.00 109.172   0.000
   20   12    31  36.6    34.6   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.8  1.00 108.058   0.000
   21   12    31  28.2    26.7   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.7  1.00  98.032   0.000
   22   12    31  30.0    28.4   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.3  1.00 108.058   0.000
   25   12    31  22.0    15.7   0.000   0.01   0.03  111.4    0.00    0.00    0.0     0.6  1.00  62.384   0.000
   28   12    31   8.5     1.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   29   12    31  18.2    15.9   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.8  1.00 108.058   0.000
    2    1    32  13.3     4.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   20    3    32  93.2    44.0   0.000   0.05   0.07  111.4    0.00    0.00    0.0     5.0  1.00 108.058   0.000
   21    3    32   7.3     3.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   23    3    32  10.5     3.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   25    3    32  14.4     8.6   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  10.026   0.000
   28    2    35  79.4    24.4   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.0  1.00 106.944   0.000
   11   12    35  41.9     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   12   12    35  18.2     7.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   16   12    35  11.8     8.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    6    1    37  36.2     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   23   12    37  50.0     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    4    1    38  15.1     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    5    1    38   3.3     1.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    6    1    38   5.1     3.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    7    1    38   6.1     4.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    8    1    38  15.1    12.3   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  11.140   0.000
    9    1    38  10.9     8.3   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  14.482   0.000
   10    1    38  21.9    20.1   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.0  1.00 109.172   0.000
   11    1    38  15.1    13.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00  12.254   0.000
   12    1    38  13.8    11.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   18    1    38  32.1    18.0   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.1  1.00 108.058   0.000
   19    1    38  19.4    17.1   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.3  1.00  76.866   0.000
   20    1    38  69.9    67.9   0.000   0.08   0.12  111.4    0.00    0.00    0.0     8.1  1.00 108.058   0.000
   21    1    38   9.7     7.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   22    1    38  74.5    72.5   0.000   0.08   0.12  111.4    0.00    0.00    0.0     8.4  1.00 108.058   0.000
   23    1    38   3.0     1.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    6    2    38  13.6     8.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    7    2    38   2.3     0.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   10    2    38   8.6     0.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   17    2    38  80.9    65.8   0.000   0.07   0.12  111.4    0.00    0.00    0.0     7.9  1.00 108.058   0.000
   18    2    38   2.8     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   19    2    38   3.8     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   20    2    38   2.8     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   29   11    39  45.2     0.9   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.1  1.00  76.866   0.000
    6   12    39  31.3     4.9   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.6  1.00  94.690   0.000
    6    1    40  16.4     1.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    7    1    40  11.7     9.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   11    1    40  21.4    11.5   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.3  1.00  32.306   0.000
   12    1    40  16.1    13.8   0.000   0.01   0.03  111.4    0.00    0.00    0.0     0.9  1.00  73.524   0.000
   13    1    40   2.8     0.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   14    1    40  49.2    47.2   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.4  1.00 108.058   0.000
   15    1    40  17.9    16.2   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.3  1.00  28.964   0.000
   16    1    40  50.0    48.5   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.6  1.00 109.172   0.000
   17    1    40  33.4    31.9   0.000   0.03   0.04  111.4    0.00    0.00    0.0     3.1  1.00 109.172   0.000
    1    2    40   7.9     4.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    2    2    40  52.1    50.3   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.5  1.00 109.172   0.000
    3    2    40  25.6    23.9   0.000   0.02   0.05  111.4    0.00    0.00    0.0     1.9  1.00  77.980   0.000
    4    2    40  14.9    12.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    5    2    40   3.3     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    9    2    40   6.3     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   10    2    40   6.1     3.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   13    2    40  21.7    13.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   14    2    40  33.8    31.5   0.000   0.03   0.06  111.4    0.00    0.00    0.0     2.3  1.00  76.866   0.000
   15    2    40   8.6     5.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    2    3    40  19.4     6.6   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.9  1.00 101.374   0.000
    5    3    40  12.5     6.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
    6    3    40  34.9    32.6   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.5  1.00 109.172   0.000
   27   11    40  34.0     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   28   11    40  35.0     1.3   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.1  1.00  86.892   0.000
   22   12    40  54.8     9.7   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00  20.052   0.000
   23   12    40   2.0     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00   0.000   0.000
   25   12    40  48.7    44.3   0.000   0.05   0.07  111.4    0.00    0.00    0.0     5.0  1.00 108.058   0.000
