site,resolution_m,terrain,method,duration_minutes,rainfall_mm,F,S,T,probability,delta_from_Horn
topanga,30,conditioned,Horn,15,5,0.5,0.25,0.10267051605918441,0.2953530572276989,0.0
topanga,30,conditioned,Horn,15,10,0.5,0.25,0.10267051605918441,0.8688637102710467,0.0
topanga,30,conditioned,Horn,15,20,0.5,0.25,0.10267051605918441,0.9993963415936208,0.0
topanga,30,conditioned,Horn,30,5,0.5,0.25,0.10267051605918441,0.13278814596997826,0.0
topanga,30,conditioned,Horn,30,10,0.5,0.25,0.10267051605918441,0.46429670429277203,0.0
topanga,30,conditioned,Horn,30,20,0.5,0.25,0.10267051605918441,0.9652392353082466,0.0
topanga,30,conditioned,Horn,60,5,0.5,0.25,0.10267051605918441,0.08724636845017324,0.0
topanga,30,conditioned,Horn,60,10,0.5,0.25,0.10267051605918441,0.1846041161754356,0.0
topanga,30,conditioned,Horn,60,20,0.5,0.25,0.10267051605918441,0.5594868568083239,0.0
topanga,30,conditioned,Florinsky,15,5,0.5,0.25,0.12089498376037532,0.3031874271624636,0.007834369934764718
topanga,30,conditioned,Florinsky,15,10,0.5,0.25,0.12089498376037532,0.8771452065269443,0.00828149625589758
topanga,30,conditioned,Florinsky,15,20,0.5,0.25,0.12089498376037532,0.9994800921168746,8.37505232538227e-05
topanga,30,conditioned,Florinsky,30,5,0.5,0.25,0.12089498376037532,0.13554020079405912,0.002752054824080863
topanga,30,conditioned,Florinsky,30,10,0.5,0.25,0.12089498376037532,0.4760999670730744,0.01180326278030236
topanga,30,conditioned,Florinsky,30,20,0.5,0.25,0.12089498376037532,0.9682824573430403,0.00304322203479368
topanga,30,conditioned,Florinsky,60,5,0.5,0.25,0.12089498376037532,0.08848788270262127,0.0012415142524480338
topanga,30,conditioned,Florinsky,60,10,0.5,0.25,0.12089498376037532,0.18931327300099784,0.00470915682556225
topanga,30,conditioned,Florinsky,60,20,0.5,0.25,0.12089498376037532,0.5746974535168041,0.01521059670848024
topanga,30,conditioned,FVSlope,15,5,0.5,0.25,0.13911945146156623,0.3111378483627844,0.01578479113508552
topanga,30,conditioned,FVSlope,15,10,0.5,0.25,0.13911945146156623,0.8849729489330416,0.016109238661994874
topanga,30,conditioned,FVSlope,15,20,0.5,0.25,0.13911945146156623,0.9995522284433622,0.00015588684974143785
topanga,30,conditioned,FVSlope,30,5,0.5,0.25,0.13911945146156623,0.1383401937067951,0.005552047736816834
topanga,30,conditioned,FVSlope,30,10,0.5,0.25,0.13911945146156623,0.48792998883228766,0.02363328453951563
topanga,30,conditioned,FVSlope,30,20,0.5,0.25,0.13911945146156623,0.9710672386132627,0.005828003305016094
topanga,30,conditioned,FVSlope,60,5,0.5,0.25,0.13911945146156623,0.08974532662247801,0.002498958172304777
topanga,30,conditioned,FVSlope,60,10,0.5,0.25,0.13911945146156623,0.19411396017803786,0.009509844002602269
topanga,30,conditioned,FVSlope,60,20,0.5,0.25,0.13911945146156623,0.5897679392876333,0.030281082479309385
topanga,30,conditioned,GDAL_Horn,15,5,0.5,0.25,0.10267051605918441,0.2953530572276989,0.0
topanga,30,conditioned,GDAL_Horn,15,10,0.5,0.25,0.10267051605918441,0.8688637102710467,0.0
topanga,30,conditioned,GDAL_Horn,15,20,0.5,0.25,0.10267051605918441,0.9993963415936208,0.0
topanga,30,conditioned,GDAL_Horn,30,5,0.5,0.25,0.10267051605918441,0.13278814596997826,0.0
topanga,30,conditioned,GDAL_Horn,30,10,0.5,0.25,0.10267051605918441,0.46429670429277203,0.0
topanga,30,conditioned,GDAL_Horn,30,20,0.5,0.25,0.10267051605918441,0.9652392353082466,0.0
topanga,30,conditioned,GDAL_Horn,60,5,0.5,0.25,0.10267051605918441,0.08724636845017324,0.0
topanga,30,conditioned,GDAL_Horn,60,10,0.5,0.25,0.10267051605918441,0.1846041161754356,0.0
topanga,30,conditioned,GDAL_Horn,60,20,0.5,0.25,0.10267051605918441,0.5594868568083239,0.0
az_ponderosa,10,raw,Horn,15,5,0.5,0.25,0.07116567620008875,0.28209155537125685,0.0
az_ponderosa,10,raw,Horn,15,10,0.5,0.25,0.07116567620008875,0.8534323614836279,0.0
az_ponderosa,10,raw,Horn,15,20,0.5,0.25,0.07116567620008875,0.9992185350941472,0.0
az_ponderosa,10,raw,Horn,30,5,0.5,0.25,0.07116567620008875,0.12814232641229184,0.0
az_ponderosa,10,raw,Horn,30,10,0.5,0.25,0.07116567620008875,0.44399370249319653,0.0
az_ponderosa,10,raw,Horn,30,20,0.5,0.25,0.07116567620008875,0.9593033481171424,0.0
az_ponderosa,10,raw,Horn,60,5,0.5,0.25,0.07116567620008875,0.08513726703101017,0.0
az_ponderosa,10,raw,Horn,60,10,0.5,0.25,0.07116567620008875,0.17667802304907035,0.0
az_ponderosa,10,raw,Horn,60,20,0.5,0.25,0.07116567620008875,0.5329430319524456,0.0
az_ponderosa,10,raw,Florinsky,15,5,0.5,0.25,0.07428064283166129,0.2833865550725825,0.0012949997013256276
az_ponderosa,10,raw,Florinsky,15,10,0.5,0.25,0.07428064283166129,0.8550226746824898,0.0015903131988619368
az_ponderosa,10,raw,Florinsky,15,20,0.5,0.25,0.07428064283166129,0.9992382280562263,1.9692962079154164e-05
az_ponderosa,10,raw,Florinsky,30,5,0.5,0.25,0.07428064283166129,0.12859542094121817,0.0004530945289263344
az_ponderosa,10,raw,Florinsky,30,10,0.5,0.25,0.07428064283166129,0.4459939232462984,0.0020002207531018557
az_ponderosa,10,raw,Florinsky,30,20,0.5,0.25,0.07428064283166129,0.9599310347654323,0.0006276866482899379
az_ponderosa,10,raw,Florinsky,60,5,0.5,0.25,0.07428064283166129,0.08534372184851513,0.0002064548175049613
az_ponderosa,10,raw,Florinsky,60,10,0.5,0.25,0.07428064283166129,0.1774496328760051,0.0007716098269347493
az_ponderosa,10,raw,Florinsky,60,20,0.5,0.25,0.07428064283166129,0.5355783158276813,0.0026352838752357055
az_ponderosa,10,raw,FVSlope,15,5,0.5,0.25,0.07209233526786103,0.2824764241404514,0.00038486876919452406
az_ponderosa,10,raw,FVSlope,15,10,0.5,0.25,0.07209233526786103,0.8539069614843682,0.0004746000007402884
az_ponderosa,10,raw,FVSlope,15,20,0.5,0.25,0.07209233526786103,0.9992244460455807,5.910951433540923e-06
az_ponderosa,10,raw,FVSlope,30,5,0.5,0.25,0.07209233526786103,0.12827697322230147,0.00013464681000963097
az_ponderosa,10,raw,FVSlope,30,10,0.5,0.25,0.07209233526786103,0.44458855355994964,0.0005948510667531104
az_ponderosa,10,raw,FVSlope,30,20,0.5,0.25,0.07209233526786103,0.9594910536192359,0.0001877055020935714
az_ponderosa,10,raw,FVSlope,60,5,0.5,0.25,0.07209233526786103,0.08519863707900224,6.137004799207368e-05
az_ponderosa,10,raw,FVSlope,60,10,0.5,0.25,0.07209233526786103,0.17690729045053033,0.0002292674014599816
az_ponderosa,10,raw,FVSlope,60,20,0.5,0.25,0.07209233526786103,0.533727190910203,0.0007841589577574082
az_ponderosa,10,raw,GDAL_Horn,15,5,0.5,0.25,0.07116567620008875,0.28209155537125685,0.0
az_ponderosa,10,raw,GDAL_Horn,15,10,0.5,0.25,0.07116567620008875,0.8534323614836279,0.0
az_ponderosa,10,raw,GDAL_Horn,15,20,0.5,0.25,0.07116567620008875,0.9992185350941472,0.0
az_ponderosa,10,raw,GDAL_Horn,30,5,0.5,0.25,0.07116567620008875,0.12814232641229184,0.0
az_ponderosa,10,raw,GDAL_Horn,30,10,0.5,0.25,0.07116567620008875,0.44399370249319653,0.0
az_ponderosa,10,raw,GDAL_Horn,30,20,0.5,0.25,0.07116567620008875,0.9593033481171424,0.0
az_ponderosa,10,raw,GDAL_Horn,60,5,0.5,0.25,0.07116567620008875,0.08513726703101017,0.0
az_ponderosa,10,raw,GDAL_Horn,60,10,0.5,0.25,0.07116567620008875,0.17667802304907035,0.0
az_ponderosa,10,raw,GDAL_Horn,60,20,0.5,0.25,0.07116567620008875,0.5329430319524456,0.0
az_ponderosa,10,conditioned,Horn,15,5,0.5,0.25,0.07114827415186767,0.2820843308345834,0.0
az_ponderosa,10,conditioned,Horn,15,10,0.5,0.25,0.07114827415186767,0.8534234366038745,0.0
az_ponderosa,10,conditioned,Horn,15,20,0.5,0.25,0.07114827415186767,0.9992184236608145,0.0
az_ponderosa,10,conditioned,Horn,30,5,0.5,0.25,0.07114827415186767,0.12813979898736041,0.0
az_ponderosa,10,conditioned,Horn,30,10,0.5,0.25,0.07114827415186767,0.4439825331114128,0.0
az_ponderosa,10,conditioned,Horn,30,20,0.5,0.25,0.07114827415186767,0.9592998151759912,0.0
az_ponderosa,10,conditioned,Horn,60,5,0.5,0.25,0.07114827415186767,0.0851361149254563,0.0
az_ponderosa,10,conditioned,Horn,60,10,0.5,0.25,0.07114827415186767,0.17667371979117408,0.0
az_ponderosa,10,conditioned,Horn,60,20,0.5,0.25,0.07114827415186767,0.5329283043933105,0.0
az_ponderosa,10,conditioned,Florinsky,15,5,0.5,0.25,0.07427194180755074,0.2833829327531227,0.0012986019185393105
az_ponderosa,10,conditioned,Florinsky,15,10,0.5,0.25,0.07427194180755074,0.8550182524920181,0.0015948158881435859
az_ponderosa,10,conditioned,Florinsky,15,20,0.5,0.25,0.07427194180755074,0.9992381737444874,1.975008367294251e-05
az_ponderosa,10,conditioned,Florinsky,30,5,0.5,0.25,0.07427194180755074,0.12859415341415142,0.00045435442679100935
az_ponderosa,10,conditioned,Florinsky,30,10,0.5,0.25,0.07427194180755074,0.4459883335699882,0.002005800458575402
az_ponderosa,10,conditioned,Florinsky,30,20,0.5,0.25,0.07427194180755074,0.9599292944382115,0.0006294792622203449
az_ponderosa,10,conditioned,Florinsky,60,5,0.5,0.25,0.07427194180755074,0.08534314452737023,0.00020702960191393283
az_ponderosa,10,conditioned,Florinsky,60,10,0.5,0.25,0.07427194180755074,0.17744747386514384,0.0007737540739697624
az_ponderosa,10,conditioned,Florinsky,60,20,0.5,0.25,0.07427194180755074,0.5355709573967041,0.0026426530033936135
az_ponderosa,10,conditioned,FVSlope,15,5,0.5,0.25,0.07207493321963995,0.28246919362529355,0.00038486279071014984
az_ponderosa,10,conditioned,FVSlope,15,10,0.5,0.25,0.07207493321963995,0.8538980605568061,0.0004746239529315188
az_ponderosa,10,conditioned,FVSlope,15,20,0.5,0.25,0.07207493321963995,0.9992243354544683,5.9117936538344296e-06
az_ponderosa,10,conditioned,FVSlope,30,5,0.5,0.25,0.07207493321963995,0.12827444353238301,0.0001346445450225997
az_ponderosa,10,conditioned,FVSlope,30,10,0.5,0.25,0.07207493321963995,0.4445773811791502,0.000594848067737408
az_ponderosa,10,conditioned,FVSlope,30,20,0.5,0.25,0.07207493321963995,0.9594875362849415,0.0001877211089503783
az_ponderosa,10,conditioned,FVSlope,60,5,0.5,0.25,0.07207493321963995,0.08519748422030783,6.136929485153764e-05
az_ponderosa,10,conditioned,FVSlope,60,10,0.5,0.25,0.07207493321963995,0.176902982808321,0.0002292630171469301
az_ponderosa,10,conditioned,FVSlope,60,20,0.5,0.25,0.07207493321963995,0.5337124664436428,0.000784162050332271
az_ponderosa,10,conditioned,GDAL_Horn,15,5,0.5,0.25,0.07114827415186767,0.2820843308345834,0.0
az_ponderosa,10,conditioned,GDAL_Horn,15,10,0.5,0.25,0.07114827415186767,0.8534234366038745,0.0
az_ponderosa,10,conditioned,GDAL_Horn,15,20,0.5,0.25,0.07114827415186767,0.9992184236608145,0.0
az_ponderosa,10,conditioned,GDAL_Horn,30,5,0.5,0.25,0.07114827415186767,0.12813979898736041,0.0
az_ponderosa,10,conditioned,GDAL_Horn,30,10,0.5,0.25,0.07114827415186767,0.4439825331114128,0.0
az_ponderosa,10,conditioned,GDAL_Horn,30,20,0.5,0.25,0.07114827415186767,0.9592998151759912,0.0
az_ponderosa,10,conditioned,GDAL_Horn,60,5,0.5,0.25,0.07114827415186767,0.0851361149254563,0.0
az_ponderosa,10,conditioned,GDAL_Horn,60,10,0.5,0.25,0.07114827415186767,0.17667371979117408,0.0
az_ponderosa,10,conditioned,GDAL_Horn,60,20,0.5,0.25,0.07114827415186767,0.5329283043933105,0.0
az_ponderosa,30,raw,Horn,15,5,0.5,0.25,0.043306160840257096,0.2706707042553462,0.0
az_ponderosa,30,raw,Horn,15,10,0.5,0.25,0.043306160840257096,0.8385603629452723,0.0
az_ponderosa,30,raw,Horn,15,20,0.5,0.25,0.043306160840257096,0.999018170441895,0.0
az_ponderosa,30,raw,Horn,30,5,0.5,0.25,0.043306160840257096,0.12415025450254603,0.0
az_ponderosa,30,raw,Horn,30,10,0.5,0.25,0.043306160840257096,0.4261922237206352,0.0
az_ponderosa,30,raw,Horn,30,20,0.5,0.25,0.043306160840257096,0.9532557526366531,0.0
az_ponderosa,30,raw,Horn,60,5,0.5,0.25,0.043306160840257096,0.08331084029236864,0.0
az_ponderosa,30,raw,Horn,60,10,0.5,0.25,0.043306160840257096,0.16989388206295603,0.0
az_ponderosa,30,raw,Horn,60,20,0.5,0.25,0.043306160840257096,0.5093091608420365,0.0
az_ponderosa,30,raw,Florinsky,15,5,0.5,0.25,0.04687255055651356,0.272116391683497,0.0014456874281508214
az_ponderosa,30,raw,Florinsky,15,10,0.5,0.25,0.04687255055651356,0.840530084282571,0.00196972133729878
az_ponderosa,30,raw,Florinsky,15,20,0.5,0.25,0.04687255055651356,0.9990464406865269,2.8270244631922736e-05
az_ponderosa,30,raw,Florinsky,30,5,0.5,0.25,0.04687255055651356,0.12465527154726952,0.0005050170447234853
az_ponderosa,30,raw,Florinsky,30,10,0.5,0.25,0.04687255055651356,0.42846140040609354,0.0022691766854583406
az_ponderosa,30,raw,Florinsky,30,20,0.5,0.25,0.04687255055651356,0.9540752019595078,0.0008194493228547151
az_ponderosa,30,raw,Florinsky,60,5,0.5,0.25,0.04687255055651356,0.08354264376309362,0.00023180347072497554
az_ponderosa,30,raw,Florinsky,60,10,0.5,0.25,0.04687255055651356,0.1707506393454767,0.0008567572825206871
az_ponderosa,30,raw,Florinsky,60,20,0.5,0.25,0.04687255055651356,0.5123391621264176,0.003030001284381134
az_ponderosa,30,raw,FVSlope,15,5,0.5,0.25,0.05016460260228876,0.27345515551172717,0.002784451256380993
az_ponderosa,30,raw,FVSlope,15,10,0.5,0.25,0.05016460260228876,0.8423309629335181,0.003770599988245804
az_ponderosa,30,raw,FVSlope,15,20,0.5,0.25,0.05016460260228876,0.9990718139482024,5.364350630743253e-05
az_ponderosa,30,raw,FVSlope,30,5,0.5,0.25,0.05016460260228876,0.12512300382470581,0.0009727493221597799
az_ponderosa,30,raw,FVSlope,30,10,0.5,0.25,0.05016460260228876,0.43055870093645926,0.0043664772158240606
az_ponderosa,30,raw,FVSlope,30,20,0.5,0.25,0.05016460260228876,0.9548194652286037,0.00156371259195065
az_ponderosa,30,raw,FVSlope,60,5,0.5,0.25,0.05016460260228876,0.08375713631230729,0.00044629601993864676
az_ponderosa,30,raw,FVSlope,60,10,0.5,0.25,0.05016460260228876,0.17154453413001558,0.0016506520670595548
az_ponderosa,30,raw,FVSlope,60,20,0.5,0.25,0.05016460260228876,0.515135286809123,0.005826125967086537
az_ponderosa,30,raw,GDAL_Horn,15,5,0.5,0.25,0.043306160840257096,0.2706707042553462,0.0
az_ponderosa,30,raw,GDAL_Horn,15,10,0.5,0.25,0.043306160840257096,0.8385603629452723,0.0
az_ponderosa,30,raw,GDAL_Horn,15,20,0.5,0.25,0.043306160840257096,0.999018170441895,0.0
az_ponderosa,30,raw,GDAL_Horn,30,5,0.5,0.25,0.043306160840257096,0.12415025450254603,0.0
az_ponderosa,30,raw,GDAL_Horn,30,10,0.5,0.25,0.043306160840257096,0.4261922237206352,0.0
az_ponderosa,30,raw,GDAL_Horn,30,20,0.5,0.25,0.043306160840257096,0.9532557526366531,0.0
az_ponderosa,30,raw,GDAL_Horn,60,5,0.5,0.25,0.043306160840257096,0.08331084029236864,0.0
az_ponderosa,30,raw,GDAL_Horn,60,10,0.5,0.25,0.043306160840257096,0.16989388206295603,0.0
az_ponderosa,30,raw,GDAL_Horn,60,20,0.5,0.25,0.043306160840257096,0.5093091608420365,0.0
az_ponderosa,30,conditioned,Horn,15,5,0.5,0.25,0.043266969744474054,0.2706548444381482,0.0
az_ponderosa,30,conditioned,Horn,15,10,0.5,0.25,0.043266969744474054,0.8385386089318636,0.0
az_ponderosa,30,conditioned,Horn,15,20,0.5,0.25,0.043266969744474054,0.9990178551735278,0.0
az_ponderosa,30,conditioned,Horn,30,5,0.5,0.25,0.043266969744474054,0.1241447146313823,0.0
az_ponderosa,30,conditioned,Horn,30,10,0.5,0.25,0.043266969744474054,0.42616730478784337,0.0
az_ponderosa,30,conditioned,Horn,30,20,0.5,0.25,0.043266969744474054,0.9532466709090216,0.0
az_ponderosa,30,conditioned,Horn,60,5,0.5,0.25,0.043266969744474054,0.08330829625249227,0.0
az_ponderosa,30,conditioned,Horn,60,10,0.5,0.25,0.043266969744474054,0.16988448616847215,0.0
az_ponderosa,30,conditioned,Horn,60,20,0.5,0.25,0.043266969744474054,0.5092758599168469,0.0
az_ponderosa,30,conditioned,Florinsky,15,5,0.5,0.25,0.04683335946073052,0.27210047876058363,0.0014456343224354407
az_ponderosa,30,conditioned,Florinsky,15,10,0.5,0.25,0.04683335946073052,0.8405085452073213,0.0019699362754577177
az_ponderosa,30,conditioned,Florinsky,15,20,0.5,0.25,0.04683335946073052,0.9990461344871512,2.827931362336944e-05
az_ponderosa,30,conditioned,Florinsky,30,5,0.5,0.25,0.04683335946073052,0.12464971234823212,0.0005049977168498226
az_ponderosa,30,conditioned,Florinsky,30,10,0.5,0.25,0.04683335946073052,0.4284364478605118,0.002269143072668456
az_ponderosa,30,conditioned,Florinsky,30,20,0.5,0.25,0.04683335946073052,0.9540662717673883,0.0008196008583667425
az_ponderosa,30,conditioned,Florinsky,60,5,0.5,0.25,0.04683335946073052,0.08354009328978174,0.000231797037289469
az_ponderosa,30,conditioned,Florinsky,60,10,0.5,0.25,0.04683335946073052,0.1707412058143902,0.0008567196459180471
az_ponderosa,30,conditioned,Florinsky,60,20,0.5,0.25,0.04683335946073052,0.5123058699282392,0.003030010011392359
az_ponderosa,30,conditioned,FVSlope,15,5,0.5,0.25,0.050086220410722686,0.273423232489931,0.0027683880517828108
az_ponderosa,30,conditioned,FVSlope,15,10,0.5,0.25,0.050086220410722686,0.8422882776454639,0.0037496687136002738
az_ponderosa,30,conditioned,FVSlope,15,20,0.5,0.25,0.050086220410722686,0.9990712177340025,5.336256047472343e-05
az_ponderosa,30,conditioned,FVSlope,30,5,0.5,0.25,0.050086220410722686,0.12511184988418422,0.0009671352528019261
az_ponderosa,30,conditioned,FVSlope,30,10,0.5,0.25,0.050086220410722686,0.43050873593157585,0.004341431143732477
az_ponderosa,30,conditioned,FVSlope,30,20,0.5,0.25,0.050086220410722686,0.954801878952497,0.00155520804347542
az_ponderosa,30,conditioned,FVSlope,60,5,0.5,0.25,0.050086220410722686,0.08375202353697356,0.0004437272844812906
az_ponderosa,30,conditioned,FVSlope,60,10,0.5,0.25,0.050086220410722686,0.17152559790663102,0.001641111738158868
az_ponderosa,30,conditioned,FVSlope,60,20,0.5,0.25,0.050086220410722686,0.5150687227270665,0.005792862810219623
az_ponderosa,30,conditioned,GDAL_Horn,15,5,0.5,0.25,0.043266969744474054,0.2706548444381482,0.0
az_ponderosa,30,conditioned,GDAL_Horn,15,10,0.5,0.25,0.043266969744474054,0.8385386089318636,0.0
az_ponderosa,30,conditioned,GDAL_Horn,15,20,0.5,0.25,0.043266969744474054,0.9990178551735278,0.0
az_ponderosa,30,conditioned,GDAL_Horn,30,5,0.5,0.25,0.043266969744474054,0.1241447146313823,0.0
az_ponderosa,30,conditioned,GDAL_Horn,30,10,0.5,0.25,0.043266969744474054,0.42616730478784337,0.0
az_ponderosa,30,conditioned,GDAL_Horn,30,20,0.5,0.25,0.043266969744474054,0.9532466709090216,0.0
az_ponderosa,30,conditioned,GDAL_Horn,60,5,0.5,0.25,0.043266969744474054,0.08330829625249227,0.0
az_ponderosa,30,conditioned,GDAL_Horn,60,10,0.5,0.25,0.043266969744474054,0.16988448616847215,0.0
az_ponderosa,30,conditioned,GDAL_Horn,60,20,0.5,0.25,0.043266969744474054,0.5092758599168469,0.0
