case,initial_canopy_cover,initial_ground_cover,event_date,runoff_mm,peak_ro_mm_h,eff_int_mm_h,eff_dur_h,keff_mm_h,event_soil_water_mm,event_lai,event_canopy_height_m,event_canopy_cover_pct,event_interrill_cover_pct,event_rill_cover_pct,live_biomass_kg_m2,dead_biomass_kg_m2,rill_width_m,pre_event_soil_water_mm
c95_g55,0.950000,0.550000,1986-02-15,44.002000,301.505000,39.115000,0.146000,35.000000,214.279000,4.672000,0.947000,95.000000,55.053000,55.053000,0.214000,0.160000,0.338000,206.790000
c95_g70,0.950000,0.700000,1986-02-15,44.034000,304.527000,39.115000,0.145000,35.000000,214.112000,4.672000,0.947000,95.000000,70.035000,70.035000,0.214000,0.241000,0.339000,206.400000
c95_g80,0.950000,0.800000,1986-02-15,44.063000,296.254000,39.115000,0.149000,35.000000,213.944000,4.672000,0.947000,95.000000,80.020000,80.020000,0.214000,0.322000,0.336000,206.010000
c95_g90,0.950000,0.900000,1986-02-15,44.096000,3.614000,39.115000,12.200000,35.000000,213.771000,4.672000,0.947000,95.000000,90.010000,90.010000,0.214000,0.461000,0.300000,205.610000
c95_g95,0.950000,0.950000,1986-02-15,44.115000,3.616000,39.115000,12.200000,35.000000,213.673000,4.672000,0.947000,95.000000,95.007000,95.007000,0.214000,0.599000,0.307000,205.390000
c30_g30,0.300000,0.300000,1995-01-03,99.075000,135.031000,102.522000,0.734000,35.000000,149.378000,0.578000,0.147000,30.000000,30.186000,30.186000,0.025000,0.072000,0.329000,90.790000
c30_g55,0.300000,0.550000,1995-01-03,99.269000,134.816000,102.187000,0.736000,35.000000,148.703000,0.578000,0.147000,30.000000,55.128000,55.128000,0.025000,0.160000,0.335000,90.310000
c30_g70,0.300000,0.700000,1995-01-03,99.520000,134.475000,101.699000,0.740000,35.000000,147.976000,0.578000,0.147000,30.000000,70.086000,70.086000,0.025000,0.241000,0.343000,89.830000
c30_g80,0.300000,0.800000,1995-01-03,99.763000,134.125000,101.248000,0.744000,35.000000,147.297000,0.578000,0.147000,30.000000,80.049000,80.049000,0.025000,0.322000,0.345000,89.400000
c30_g90,0.300000,0.900000,1995-01-03,100.159000,133.577000,100.521000,0.750000,35.000000,146.374000,0.578000,0.147000,30.000000,90.024000,90.024000,0.025000,0.461000,0.303000,88.880000
c30_g95,0.300000,0.950000,1995-01-03,100.585000,133.160000,99.844000,0.755000,35.000000,145.971000,0.578000,0.147000,30.000000,95.016000,95.016000,0.025000,0.600000,0.308000,88.910000
c55_g30,0.550000,0.300000,1995-01-03,100.209000,135.157000,100.987000,0.741000,35.000000,145.896000,1.551000,0.315000,55.000000,30.186000,30.186000,0.057000,0.072000,0.330000,88.430000
c55_g55,0.550000,0.550000,1995-01-03,100.411000,135.025000,100.770000,0.744000,35.000000,145.593000,1.551000,0.315000,55.000000,55.128000,55.128000,0.057000,0.160000,0.336000,88.330000
c55_g70,0.550000,0.700000,1995-01-03,100.486000,135.097000,101.146000,0.744000,35.000000,145.363000,1.551000,0.315000,55.000000,70.086000,70.086000,0.057000,0.241000,0.344000,88.180000
c55_g80,0.550000,0.800000,1995-01-03,100.461000,135.326000,101.934000,0.742000,35.000000,145.223000,1.551000,0.315000,55.000000,80.049000,80.049000,0.057000,0.322000,0.343000,88.010000
c55_g90,0.550000,0.900000,1995-01-03,100.461000,135.533000,102.893000,0.741000,35.000000,145.045000,1.551000,0.315000,55.000000,90.024000,90.024000,0.057000,0.461000,0.304000,87.830000
c55_g95,0.550000,0.950000,1995-01-03,100.524000,135.637000,103.522000,0.741000,35.000000,144.923000,1.551000,0.315000,55.000000,95.016000,95.016000,0.057000,0.600000,0.309000,87.720000
c70_g30,0.700000,0.300000,1995-01-03,101.098000,135.250000,99.792000,0.747000,35.000000,145.037000,2.506000,0.455000,70.000000,30.186000,30.186000,0.086000,0.072000,0.330000,88.460000
c70_g55,0.700000,0.550000,1995-01-03,101.154000,135.393000,100.187000,0.747000,35.000000,144.924000,2.506000,0.455000,70.000000,55.128000,55.128000,0.086000,0.160000,0.337000,88.400000
c70_g70,0.700000,0.700000,1995-01-03,101.206000,135.498000,100.650000,0.747000,35.000000,144.809000,2.506000,0.455000,70.000000,70.086000,70.086000,0.086000,0.241000,0.344000,88.340000
c70_g80,0.700000,0.800000,1995-01-03,101.285000,135.536000,101.012000,0.747000,35.000000,144.697000,2.506000,0.455000,70.000000,80.049000,80.049000,0.086000,0.322000,0.342000,88.310000
c70_g90,0.700000,0.900000,1995-01-03,101.480000,135.561000,101.500000,0.749000,35.000000,144.522000,2.506000,0.455000,70.000000,90.024000,90.024000,0.086000,0.461000,0.305000,88.270000
c70_g95,0.700000,0.950000,1995-01-03,101.525000,135.473000,101.835000,0.749000,35.000000,144.455000,2.506000,0.455000,70.000000,95.016000,95.016000,0.086000,0.600000,0.310000,88.250000
c80_g30,0.800000,0.300000,1995-01-03,101.650000,143.893000,109.007000,0.706000,35.000000,144.749000,3.329000,0.583000,80.000000,30.186000,30.186000,0.115000,0.072000,0.331000,88.720000
c80_g55,0.800000,0.550000,1995-01-03,101.736000,135.428000,101.901000,0.751000,35.000000,144.644000,3.329000,0.583000,80.000000,55.128000,55.128000,0.115000,0.160000,0.338000,88.710000
c80_g70,0.800000,0.700000,1995-01-03,101.886000,135.477000,99.614000,0.752000,35.000000,144.533000,3.329000,0.583000,80.000000,70.086000,70.086000,0.115000,0.241000,0.345000,88.690000
c80_g80,0.800000,0.800000,1995-01-03,101.991000,135.492000,99.910000,0.753000,35.000000,144.415000,3.329000,0.583000,80.000000,80.049000,80.049000,0.115000,0.322000,0.341000,88.670000
c80_g90,0.800000,0.900000,1995-01-03,102.138000,135.387000,100.299000,0.754000,35.000000,144.261000,3.329000,0.583000,80.000000,90.024000,90.024000,0.115000,0.461000,0.304000,88.670000
c80_g95,0.800000,0.950000,1995-01-03,102.223000,135.188000,100.423000,0.756000,35.000000,144.220000,3.329000,0.583000,80.000000,95.016000,95.016000,0.115000,0.600000,0.310000,88.710000
c90_g30,0.900000,0.300000,1995-01-03,102.154000,143.650000,108.155000,0.711000,35.000000,144.550000,4.241000,0.779000,90.000000,30.186000,30.186000,0.164000,0.072000,0.332000,89.030000
c90_g55,0.900000,0.550000,1995-01-03,102.256000,143.814000,108.376000,0.711000,35.000000,144.450000,4.241000,0.779000,90.000000,55.128000,55.128000,0.164000,0.160000,0.338000,89.030000
c90_g70,0.900000,0.700000,1995-01-03,102.456000,143.986000,108.569000,0.712000,35.000000,144.334000,4.241000,0.779000,90.000000,70.086000,70.086000,0.164000,0.241000,0.342000,89.060000
c90_g80,0.900000,0.800000,1995-01-03,102.610000,144.023000,108.704000,0.712000,35.000000,144.218000,4.241000,0.779000,90.000000,80.049000,80.049000,0.164000,0.322000,0.339000,89.090000
c90_g90,0.900000,0.900000,1995-01-03,102.777000,143.895000,108.873000,0.714000,35.000000,144.114000,4.241000,0.779000,90.000000,90.024000,90.024000,0.164000,0.461000,0.302000,89.160000
c90_g95,0.900000,0.950000,1995-01-03,102.864000,143.750000,108.974000,0.716000,35.000000,144.078000,4.241000,0.779000,90.000000,95.016000,95.016000,0.164000,0.600000,0.308000,89.210000
c95_g30,0.950000,0.300000,1995-01-03,102.388000,143.491000,107.697000,0.714000,35.000000,144.485000,4.672000,0.947000,95.000000,30.186000,30.186000,0.214000,0.072000,0.332000,89.200000
c95_g55,0.950000,0.550000,1995-01-03,102.512000,143.606000,107.851000,0.714000,35.000000,144.386000,4.672000,0.947000,95.000000,55.128000,55.128000,0.214000,0.160000,0.338000,89.230000
c95_g70,0.950000,0.700000,1995-01-03,102.718000,143.766000,108.031000,0.714000,35.000000,144.268000,4.672000,0.947000,95.000000,70.086000,70.086000,0.214000,0.241000,0.339000,89.250000
c95_g80,0.950000,0.800000,1995-01-03,102.876000,143.787000,108.152000,0.715000,35.000000,144.154000,4.672000,0.947000,95.000000,80.049000,80.049000,0.214000,0.322000,0.336000,89.300000
c95_g90,0.950000,0.900000,1995-01-03,103.026000,143.618000,108.315000,0.717000,35.000000,144.069000,4.672000,0.947000,95.000000,90.024000,90.024000,0.214000,0.461000,0.300000,89.360000
c95_g95,0.950000,0.950000,1995-01-03,103.119000,143.451000,108.394000,0.719000,35.000000,144.035000,4.672000,0.947000,95.000000,95.016000,95.016000,0.214000,0.600000,0.307000,89.420000
c30_g30,0.300000,0.300000,1995-01-10,112.693000,85.679000,39.610000,1.315000,35.000000,222.010000,0.578000,0.147000,30.000000,30.186000,30.186000,0.025000,0.072000,0.329000,219.380000
c30_g55,0.300000,0.550000,1995-01-10,112.707000,85.926000,39.610000,1.312000,35.000000,221.965000,0.578000,0.147000,30.000000,55.129000,55.129000,0.025000,0.160000,0.335000,219.270000
c30_g70,0.300000,0.700000,1995-01-10,112.726000,81.838000,39.610000,1.377000,35.000000,221.909000,0.578000,0.147000,30.000000,70.086000,70.086000,0.025000,0.241000,0.343000,219.130000
c30_g80,0.300000,0.800000,1995-01-10,112.744000,83.496000,39.712000,1.350000,35.000000,221.852000,0.578000,0.147000,30.000000,80.049000,80.049000,0.025000,0.322000,0.345000,218.990000
c30_g90,0.300000,0.900000,1995-01-10,112.773000,102.494000,40.880000,1.100000,35.000000,221.762000,0.578000,0.147000,30.000000,90.025000,90.025000,0.025000,0.461000,0.303000,218.770000
c30_g95,0.300000,0.950000,1995-01-10,112.795000,114.761000,41.633000,0.983000,35.000000,221.704000,0.578000,0.147000,30.000000,95.016000,95.016000,0.025000,0.600000,0.308000,218.640000
c55_g30,0.550000,0.300000,1995-01-10,113.041000,86.333000,39.610000,1.309000,35.000000,221.176000,1.551000,0.315000,55.000000,30.186000,30.186000,0.057000,0.072000,0.330000,218.450000
c55_g55,0.550000,0.550000,1995-01-10,113.054000,82.077000,39.610000,1.377000,35.000000,221.132000,1.551000,0.315000,55.000000,55.129000,55.129000,0.057000,0.160000,0.336000,218.350000
c55_g70,0.550000,0.700000,1995-01-10,113.067000,83.736000,39.712000,1.350000,35.000000,221.090000,1.551000,0.315000,55.000000,70.086000,70.086000,0.057000,0.241000,0.344000,218.250000
c55_g80,0.550000,0.800000,1995-01-10,113.078000,95.536000,40.435000,1.184000,35.000000,221.052000,1.551000,0.315000,55.000000,80.049000,80.049000,0.057000,0.322000,0.343000,218.160000
c55_g90,0.550000,0.900000,1995-01-10,113.098000,115.069000,41.633000,0.983000,35.000000,220.995000,1.551000,0.315000,55.000000,90.025000,90.025000,0.057000,0.461000,0.304000,218.030000
c55_g95,0.550000,0.950000,1995-01-10,113.118000,115.089000,41.633000,0.983000,35.000000,220.948000,1.551000,0.315000,55.000000,95.016000,95.016000,0.057000,0.600000,0.309000,217.940000
c70_g30,0.700000,0.300000,1995-01-10,113.250000,82.219000,39.610000,1.377000,35.000000,220.688000,2.506000,0.455000,70.000000,30.186000,30.186000,0.086000,0.072000,0.330000,217.990000
c70_g55,0.700000,0.550000,1995-01-10,113.260000,82.226000,39.610000,1.377000,35.000000,220.654000,2.506000,0.455000,70.000000,55.129000,55.129000,0.086000,0.160000,0.337000,217.910000
c70_g70,0.700000,0.700000,1995-01-10,113.271000,83.887000,39.712000,1.350000,35.000000,220.617000,2.506000,0.455000,70.000000,70.086000,70.086000,0.086000,0.241000,0.344000,217.830000
c70_g80,0.700000,0.800000,1995-01-10,113.282000,102.957000,40.880000,1.100000,35.000000,220.580000,2.506000,0.455000,70.000000,80.049000,80.049000,0.086000,0.322000,0.342000,217.740000
c70_g90,0.700000,0.900000,1995-01-10,113.305000,115.280000,41.633000,0.983000,35.000000,220.518000,2.506000,0.455000,70.000000,90.025000,90.025000,0.086000,0.461000,0.305000,217.610000
c70_g95,0.700000,0.950000,1995-01-10,113.324000,115.300000,41.633000,0.983000,35.000000,220.474000,2.506000,0.455000,70.000000,95.016000,95.016000,0.086000,0.600000,0.310000,217.520000
c80_g30,0.800000,0.300000,1995-01-10,113.368000,82.304000,39.610000,1.377000,35.000000,220.417000,3.329000,0.583000,80.000000,30.186000,30.186000,0.115000,0.072000,0.331000,217.760000
c80_g55,0.800000,0.550000,1995-01-10,113.378000,82.312000,39.610000,1.377000,35.000000,220.383000,3.329000,0.583000,80.000000,55.129000,55.129000,0.115000,0.160000,0.338000,217.680000
c80_g70,0.800000,0.700000,1995-01-10,113.389000,89.497000,40.050000,1.267000,35.000000,220.345000,3.329000,0.583000,80.000000,70.086000,70.086000,0.115000,0.241000,0.345000,217.590000
c80_g80,0.800000,0.800000,1995-01-10,113.400000,103.064000,40.880000,1.100000,35.000000,220.308000,3.329000,0.583000,80.000000,80.049000,80.049000,0.115000,0.322000,0.341000,217.500000
c80_g90,0.800000,0.900000,1995-01-10,113.425000,115.403000,41.633000,0.983000,35.000000,220.244000,3.329000,0.583000,80.000000,90.025000,90.025000,0.115000,0.461000,0.304000,217.370000
c80_g95,0.800000,0.950000,1995-01-10,113.444000,115.421000,41.633000,0.983000,35.000000,220.201000,3.329000,0.583000,80.000000,95.016000,95.016000,0.115000,0.600000,0.310000,217.290000
c90_g30,0.900000,0.300000,1995-01-10,113.458000,82.370000,39.610000,1.377000,35.000000,220.212000,4.241000,0.779000,90.000000,30.186000,30.186000,0.164000,0.072000,0.332000,217.580000
c90_g55,0.900000,0.550000,1995-01-10,113.468000,82.377000,39.610000,1.377000,35.000000,220.178000,4.241000,0.779000,90.000000,55.129000,55.129000,0.164000,0.160000,0.338000,217.500000
c90_g70,0.900000,0.700000,1995-01-10,113.479000,89.568000,40.050000,1.267000,35.000000,220.139000,4.241000,0.779000,90.000000,70.086000,70.086000,0.164000,0.241000,0.342000,217.410000
c90_g80,0.900000,0.800000,1995-01-10,113.490000,103.146000,40.880000,1.100000,35.000000,220.101000,4.241000,0.779000,90.000000,80.049000,80.049000,0.164000,0.322000,0.339000,217.320000
c90_g90,0.900000,0.900000,1995-01-10,113.516000,115.495000,41.633000,0.983000,35.000000,220.039000,4.241000,0.779000,90.000000,90.025000,90.025000,0.164000,0.461000,0.302000,217.200000
c90_g95,0.900000,0.950000,1995-01-10,113.535000,115.514000,41.633000,0.983000,35.000000,219.996000,4.241000,0.779000,90.000000,95.016000,95.016000,0.164000,0.600000,0.308000,217.120000
c95_g30,0.950000,0.300000,1995-01-10,113.490000,82.393000,39.610000,1.377000,35.000000,220.139000,4.672000,0.947000,95.000000,30.186000,30.186000,0.214000,0.072000,0.332000,217.530000
c95_g55,0.950000,0.550000,1995-01-10,113.500000,82.400000,39.610000,1.377000,35.000000,220.105000,4.672000,0.947000,95.000000,55.129000,55.129000,0.214000,0.160000,0.338000,217.450000
c95_g70,0.950000,0.700000,1995-01-10,113.511000,95.902000,40.435000,1.184000,35.000000,220.066000,4.672000,0.947000,95.000000,70.086000,70.086000,0.214000,0.241000,0.339000,217.360000
c95_g80,0.950000,0.800000,1995-01-10,113.522000,111.630000,41.397000,1.017000,35.000000,220.028000,4.672000,0.947000,95.000000,80.049000,80.049000,0.214000,0.322000,0.336000,217.270000
c95_g90,0.950000,0.900000,1995-01-10,113.548000,115.528000,41.633000,0.983000,35.000000,219.967000,4.672000,0.947000,95.000000,90.025000,90.025000,0.214000,0.461000,0.300000,217.140000
c95_g95,0.950000,0.950000,1995-01-10,113.567000,115.547000,41.633000,0.983000,35.000000,219.923000,4.672000,0.947000,95.000000,95.016000,95.016000,0.214000,0.600000,0.307000,217.060000
c30_g30,0.300000,0.300000,1996-02-20,82.376000,85.217000,52.246000,0.967000,35.000000,211.337000,0.578000,0.147000,30.000000,30.200000,30.200000,0.025000,0.072000,0.329000,199.780000
c30_g55,0.300000,0.550000,1996-02-20,82.384000,85.225000,52.246000,0.967000,35.000000,211.295000,0.578000,0.147000,30.000000,55.138000,55.138000,0.025000,0.160000,0.335000,199.720000
c30_g70,0.300000,0.700000,1996-02-20,82.392000,85.233000,52.246000,0.967000,35.000000,211.237000,0.578000,0.147000,30.000000,70.092000,70.092000,0.025000,0.241000,0.343000,199.630000
c30_g80,0.300000,0.800000,1996-02-20,82.400000,85.241000,52.246000,0.967000,35.000000,211.221000,0.578000,0.147000,30.000000,80.053000,80.053000,0.025000,0.322000,0.345000,199.620000
c30_g90,0.300000,0.900000,1996-02-20,82.412000,85.253000,52.246000,0.967000,35.000000,211.202000,0.578000,0.147000,30.000000,90.026000,90.026000,0.025000,0.461000,0.303000,199.600000
c30_g95,0.300000,0.950000,1996-02-20,82.419000,85.261000,52.246000,0.967000,35.000000,211.201000,0.578000,0.147000,30.000000,95.018000,95.018000,0.025000,0.600000,0.308000,199.610000
c55_g30,0.550000,0.300000,1996-02-20,82.492000,85.337000,52.246000,0.967000,35.000000,207.450000,1.551000,0.315000,55.000000,30.200000,30.200000,0.057000,0.072000,0.330000,192.680000
c55_g55,0.550000,0.550000,1996-02-20,82.500000,85.344000,52.246000,0.967000,35.000000,207.258000,1.551000,0.315000,55.000000,55.138000,55.138000,0.057000,0.160000,0.336000,192.330000
c55_g70,0.550000,0.700000,1996-02-20,82.508000,85.353000,52.246000,0.967000,35.000000,206.749000,1.551000,0.315000,55.000000,70.092000,70.092000,0.057000,0.241000,0.344000,191.450000
c55_g80,0.550000,0.800000,1996-02-20,82.515000,85.361000,52.246000,0.967000,35.000000,206.331000,1.551000,0.315000,55.000000,80.053000,80.053000,0.057000,0.322000,0.343000,190.760000
c55_g90,0.550000,0.900000,1996-02-20,82.527000,85.373000,52.246000,0.967000,35.000000,206.103000,1.551000,0.315000,55.000000,90.026000,90.026000,0.057000,0.461000,0.304000,190.420000
c55_g95,0.550000,0.950000,1996-02-20,82.535000,85.381000,52.246000,0.967000,35.000000,205.764000,1.551000,0.315000,55.000000,95.018000,95.018000,0.057000,0.600000,0.309000,189.910000
c70_g30,0.700000,0.300000,1996-02-20,82.564000,85.411000,52.246000,0.967000,35.000000,198.733000,2.506000,0.455000,70.000000,30.200000,30.200000,0.086000,0.072000,0.330000,182.110000
c70_g55,0.700000,0.550000,1996-02-20,82.571000,85.419000,52.246000,0.967000,35.000000,198.637000,2.506000,0.455000,70.000000,55.138000,55.138000,0.086000,0.160000,0.337000,182.020000
c70_g70,0.700000,0.700000,1996-02-20,82.579000,85.427000,52.246000,0.967000,35.000000,198.043000,2.506000,0.455000,70.000000,70.092000,70.092000,0.086000,0.241000,0.344000,181.440000
c70_g80,0.700000,0.800000,1996-02-20,82.587000,85.435000,52.246000,0.967000,35.000000,197.829000,2.506000,0.455000,70.000000,80.053000,80.053000,0.086000,0.322000,0.342000,181.230000
c70_g90,0.700000,0.900000,1996-02-20,82.599000,85.447000,52.246000,0.967000,35.000000,197.546000,2.506000,0.455000,70.000000,90.026000,90.026000,0.086000,0.461000,0.305000,180.960000
c70_g95,0.700000,0.950000,1996-02-20,82.606000,85.455000,52.246000,0.967000,35.000000,197.047000,2.506000,0.455000,70.000000,95.018000,95.018000,0.086000,0.600000,0.310000,180.470000
c80_g30,0.800000,0.300000,1996-02-20,82.606000,85.454000,52.246000,0.967000,35.000000,194.484000,3.329000,0.583000,80.000000,30.200000,30.200000,0.115000,0.072000,0.331000,177.900000
c80_g55,0.800000,0.550000,1996-02-20,82.613000,85.462000,52.246000,0.967000,35.000000,194.440000,3.329000,0.583000,80.000000,55.138000,55.138000,0.115000,0.160000,0.338000,177.870000
c80_g70,0.800000,0.700000,1996-02-20,82.621000,85.470000,52.246000,0.967000,35.000000,194.201000,3.329000,0.583000,80.000000,70.092000,70.092000,0.115000,0.241000,0.345000,177.630000
c80_g80,0.800000,0.800000,1996-02-20,82.629000,85.478000,52.246000,0.967000,35.000000,194.046000,3.329000,0.583000,80.000000,80.053000,80.053000,0.115000,0.322000,0.341000,177.490000
c80_g90,0.800000,0.900000,1996-02-20,82.640000,85.490000,52.246000,0.967000,35.000000,193.449000,3.329000,0.583000,80.000000,90.026000,90.026000,0.115000,0.461000,0.304000,176.900000
c80_g95,0.800000,0.950000,1996-02-20,82.648000,85.498000,52.246000,0.967000,35.000000,192.929000,3.329000,0.583000,80.000000,95.018000,95.018000,0.115000,0.600000,0.310000,176.390000
c90_g30,0.900000,0.300000,1996-02-20,82.639000,85.488000,52.246000,0.967000,35.000000,192.356000,4.241000,0.779000,90.000000,30.200000,30.200000,0.164000,0.072000,0.332000,175.800000
c90_g55,0.900000,0.550000,1996-02-20,82.646000,85.496000,52.246000,0.967000,35.000000,192.578000,4.241000,0.779000,90.000000,55.138000,55.138000,0.164000,0.160000,0.338000,176.030000
c90_g70,0.900000,0.700000,1996-02-20,82.654000,85.504000,52.246000,0.967000,35.000000,192.172000,4.241000,0.779000,90.000000,70.092000,70.092000,0.164000,0.241000,0.342000,175.630000
c90_g80,0.900000,0.800000,1996-02-20,82.662000,85.512000,52.246000,0.967000,35.000000,191.730000,4.241000,0.779000,90.000000,80.053000,80.053000,0.164000,0.322000,0.339000,175.200000
c90_g90,0.900000,0.900000,1996-02-20,82.673000,85.524000,52.246000,0.967000,35.000000,191.183000,4.241000,0.779000,90.000000,90.026000,90.026000,0.164000,0.461000,0.302000,174.660000
c90_g95,0.900000,0.950000,1996-02-20,82.681000,85.532000,52.246000,0.967000,35.000000,190.758000,4.241000,0.779000,90.000000,95.018000,95.018000,0.164000,0.600000,0.308000,174.250000
c95_g30,0.950000,0.300000,1996-02-20,82.651000,85.501000,52.246000,0.967000,35.000000,191.822000,4.672000,0.947000,95.000000,30.200000,30.200000,0.214000,0.072000,0.332000,175.280000
c95_g55,0.950000,0.550000,1996-02-20,82.659000,85.509000,52.246000,0.967000,35.000000,192.126000,4.672000,0.947000,95.000000,55.138000,55.138000,0.214000,0.160000,0.338000,175.590000
c95_g70,0.950000,0.700000,1996-02-20,82.667000,85.517000,52.246000,0.967000,35.000000,191.566000,4.672000,0.947000,95.000000,70.092000,70.092000,0.214000,0.241000,0.339000,175.040000
c95_g80,0.950000,0.800000,1996-02-20,82.674000,85.525000,52.246000,0.967000,35.000000,191.121000,4.672000,0.947000,95.000000,80.053000,80.053000,0.214000,0.322000,0.336000,174.600000
c95_g90,0.950000,0.900000,1996-02-20,82.686000,85.537000,52.246000,0.967000,35.000000,190.590000,4.672000,0.947000,95.000000,90.026000,90.026000,0.214000,0.461000,0.300000,174.080000
c95_g95,0.950000,0.950000,1996-02-20,82.694000,85.545000,52.246000,0.967000,35.000000,190.195000,4.672000,0.947000,95.000000,95.018000,95.018000,0.214000,0.600000,0.307000,173.690000
c30_g30,0.300000,0.300000,2005-01-09,70.963000,102.378000,38.266000,0.693000,35.000000,218.599000,0.578000,0.147000,30.000000,30.309000,30.309000,0.025000,0.072000,0.329000,214.050000
c30_g55,0.300000,0.550000,2005-01-09,70.962000,97.433000,38.266000,0.728000,35.000000,218.599000,0.578000,0.147000,30.000000,55.214000,55.214000,0.025000,0.161000,0.335000,214.050000
c30_g70,0.300000,0.700000,2005-01-09,70.963000,97.434000,38.266000,0.728000,35.000000,218.591000,0.578000,0.147000,30.000000,70.143000,70.143000,0.025000,0.242000,0.343000,214.040000
c30_g80,0.300000,0.800000,2005-01-09,70.963000,97.434000,38.266000,0.728000,35.000000,218.590000,0.578000,0.147000,30.000000,80.082000,80.082000,0.025000,0.323000,0.345000,214.040000
c30_g90,0.300000,0.900000,2005-01-09,70.962000,111.616000,38.951000,0.636000,35.000000,218.590000,0.578000,0.147000,30.000000,90.041000,90.041000,0.025000,0.461000,0.303000,214.050000
c30_g95,0.300000,0.950000,2005-01-09,70.937000,157.115000,41.152000,0.451000,35.000000,218.615000,0.578000,0.147000,30.000000,95.027000,95.027000,0.025000,0.600000,0.308000,214.060000
c55_g30,0.550000,0.300000,2005-01-09,71.095000,97.616000,38.266000,0.728000,35.000000,218.079000,1.551000,0.315000,55.000000,30.309000,30.309000,0.057000,0.072000,0.330000,213.570000
c55_g55,0.550000,0.550000,2005-01-09,71.096000,97.617000,38.266000,0.728000,35.000000,218.072000,1.551000,0.315000,55.000000,55.214000,55.214000,0.057000,0.161000,0.336000,213.560000
c55_g70,0.550000,0.700000,2005-01-09,71.098000,97.619000,38.266000,0.728000,35.000000,218.063000,1.551000,0.315000,55.000000,70.143000,70.143000,0.057000,0.242000,0.344000,213.540000
c55_g80,0.550000,0.800000,2005-01-09,71.099000,97.620000,38.266000,0.728000,35.000000,218.058000,1.551000,0.315000,55.000000,80.082000,80.082000,0.057000,0.323000,0.343000,213.530000
c55_g90,0.550000,0.900000,2005-01-09,71.075000,157.419000,41.152000,0.451000,35.000000,218.071000,1.551000,0.315000,55.000000,90.041000,90.041000,0.057000,0.461000,0.304000,213.520000
c55_g95,0.550000,0.950000,2005-01-09,71.084000,157.439000,41.152000,0.451000,35.000000,218.059000,1.551000,0.315000,55.000000,95.027000,95.027000,0.057000,0.600000,0.309000,213.510000
c70_g30,0.700000,0.300000,2005-01-09,71.183000,97.736000,38.266000,0.728000,35.000000,217.737000,2.506000,0.455000,70.000000,30.309000,30.309000,0.086000,0.072000,0.330000,213.240000
c70_g55,0.700000,0.550000,2005-01-09,71.184000,97.737000,38.266000,0.728000,35.000000,217.732000,2.506000,0.455000,70.000000,55.214000,55.214000,0.086000,0.161000,0.337000,213.230000
c70_g70,0.700000,0.700000,2005-01-09,71.185000,97.739000,38.266000,0.728000,35.000000,217.725000,2.506000,0.455000,70.000000,70.143000,70.143000,0.086000,0.242000,0.344000,213.220000
c70_g80,0.700000,0.800000,2005-01-09,71.186000,97.740000,38.266000,0.728000,35.000000,217.720000,2.506000,0.455000,70.000000,80.082000,80.082000,0.086000,0.323000,0.342000,213.210000
c70_g90,0.700000,0.900000,2005-01-09,71.166000,157.621000,41.152000,0.451000,35.000000,217.729000,2.506000,0.455000,70.000000,90.041000,90.041000,0.086000,0.461000,0.305000,213.200000
c70_g95,0.700000,0.950000,2005-01-09,71.175000,157.641000,41.152000,0.451000,35.000000,217.716000,2.506000,0.455000,70.000000,95.027000,95.027000,0.086000,0.600000,0.310000,213.190000
c80_g30,0.800000,0.300000,2005-01-09,71.233000,97.805000,38.266000,0.728000,35.000000,217.543000,3.329000,0.583000,80.000000,30.309000,30.309000,0.115000,0.072000,0.331000,213.060000
c80_g55,0.800000,0.550000,2005-01-09,71.234000,97.806000,38.266000,0.728000,35.000000,217.538000,3.329000,0.583000,80.000000,55.214000,55.214000,0.115000,0.161000,0.338000,213.050000
c80_g70,0.800000,0.700000,2005-01-09,71.235000,97.807000,38.266000,0.728000,35.000000,217.532000,3.329000,0.583000,80.000000,70.143000,70.143000,0.115000,0.242000,0.345000,213.040000
c80_g80,0.800000,0.800000,2005-01-09,71.211000,112.008000,38.951000,0.636000,35.000000,217.548000,3.329000,0.583000,80.000000,80.082000,80.082000,0.115000,0.323000,0.341000,213.030000
c80_g90,0.800000,0.900000,2005-01-09,71.217000,157.735000,41.152000,0.451000,35.000000,217.536000,3.329000,0.583000,80.000000,90.041000,90.041000,0.115000,0.461000,0.304000,213.020000
c80_g95,0.800000,0.950000,2005-01-09,71.226000,157.755000,41.152000,0.451000,35.000000,217.523000,3.329000,0.583000,80.000000,95.027000,95.027000,0.115000,0.600000,0.310000,213.010000
c90_g30,0.900000,0.300000,2005-01-09,71.271000,97.857000,38.266000,0.728000,35.000000,217.400000,4.241000,0.779000,90.000000,30.309000,30.309000,0.164000,0.072000,0.332000,212.930000
c90_g55,0.900000,0.550000,2005-01-09,71.272000,97.858000,38.266000,0.728000,35.000000,217.394000,4.241000,0.779000,90.000000,55.214000,55.214000,0.164000,0.161000,0.338000,212.920000
c90_g70,0.900000,0.700000,2005-01-09,71.273000,97.859000,38.266000,0.728000,35.000000,217.389000,4.241000,0.779000,90.000000,70.143000,70.143000,0.164000,0.242000,0.342000,212.910000
c90_g80,0.900000,0.800000,2005-01-09,71.248000,112.067000,38.951000,0.636000,35.000000,217.405000,4.241000,0.779000,90.000000,80.082000,80.082000,0.164000,0.323000,0.339000,212.900000
