cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
26495883,2545358,93,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26686395,130179,93,0,,,,,,28,,,Southeastern Plains,0.01,1,0.01,0.01
26345671,823777,90,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26506560,327240,90,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26828328,130623,90,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
26970577,329279,90,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
26990478,331932,90,0,,,,,,2.82,,,Southeastern Plains,0.01,1,0.01,0.01
26995611,332710,90,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26995851,567849,90,0,,,,,,7.27,,,Southeastern Plains,0.01,1,0.01,0.01
26997114,332880,90,0,,,,,,0.55,,,Southeastern Plains,0.01,1,0.01,0.01
26997228,332944,90,0,,,,,,28.23,,,Southeastern Plains,0.01,1,0.01,0.01
26997498,333073,90,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
26999567,333548,90,0,,,,,,2.0284,,,Southeastern Plains,0.01,1,0.01,0.01
26999850,333709,90,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27012627,334185,90,0,,,,,,7.27,,,Southeastern Plains,0.01,1,0.01,0.01
27013119,2403481,90,0,,,,,,0.92,,,Southeastern Plains,0.01,1,0.01,0.01
27013310,334457,90,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
27013437,334624,90,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
27276455,329738,90,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27408050,119773,90,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
27475206,330480,90,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27525554,330561,90,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27610582,331254,90,0,,,,,,0.9,,,Southeastern Plains,0.01,1,0.01,0.01
27627908,331349,90,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
26970860,329370,86,0,,,,,,8,,,Southeastern Plains,0.01,1,0.01,0.01
26338385,113891,85,0,,,,,,28,,,Southeastern Plains,0.01,1,0.01,0.01
26341297,1425380,85,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26399722,324783,85,0,,,,,,0.91,,,Southeastern Plains,0.01,1,0.01,0.01
26435949,1380314,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26513554,325132,85,0,,,,,,0.91,,,Southeastern Plains,0.01,1,0.01,0.01
26523645,325451,85,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26683103,131776,85,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26683109,131777,85,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26745241,2686817,85,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26824501,129962,85,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26824621,1606565,85,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26828165,620363,85,0,,,,,,1,,,Southeastern Plains,0.01,1,0.01,0.01
26923024,328545,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26923309,600090,85,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26923532,328655,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26924407,329106,85,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
26924467,329099,85,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
26994232,332275,85,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26995222,332597,85,0,,,,,,0.92,,,Southeastern Plains,0.01,1,0.01,0.01
26996915,332859,85,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26999551,333546,85,0,,,,,,0.716,,,Southeastern Plains,0.01,1,0.01,0.01
27013036,2403429,85,0,,,,,,0.92,,,Southeastern Plains,0.01,1,0.01,0.01
27367672,119253,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27404575,2481753,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27408103,120495,85,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
27537124,330856,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27610121,330960,85,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27610227,331011,85,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27610826,331661,85,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
27628156,331491,85,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27628164,331479,85,0,,,,,,0.21,,,Southeastern Plains,0.01,1,0.01,0.01
27629881,2642071,85,0,,,,,,5.5,,,Southeastern Plains,0.01,1,0.01,0.01
26338803,110905,83,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26368129,1444705,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26385923,1424951,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26398724,1454416,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26398855,1454442,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26476303,116228,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26496244,2425310,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26496258,2425403,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26523640,325431,80,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26537906,325525,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26542583,325544,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26542592,325559,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26570594,326054,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26571255,326206,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26824736,1606659,80,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26916412,328226,80,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26924334,329054,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26994272,332253,80,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26999552,333547,80,0,,,,,,0.716,,,Southeastern Plains,0.01,1,0.01,0.01
26999571,333568,80,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
27008224,113041,80,0,,,,,,1,,,Southeastern Plains,0.01,1,0.01,0.01
27358434,695363,80,0,,,,,,0.2,,,Southeastern Plains,0.01,1,0.01,0.01
27404255,120820,80,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
27444286,330385,80,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
27492150,128336,80,0,,,,,,1.4,,,Southeastern Plains,0.01,1,0.01,0.01
26495959,2545402,75,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26520780,325391,75,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26923832,328755,70,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
27488843,1608634,70,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26376071,1017260,65,0,,,,,,9.176,,,Southeastern Plains,0.01,1,0.01,0.01
26450752,1023363,60,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26496224,2425382,60,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26923927,581611,60,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26990603,331969,60,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
27381396,1723060,60,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
27615543,114789,58,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26824949,2485943,57,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26520505,327278,55,0,,,,,,2.82,,,Southeastern Plains,0.01,1,0.01,0.01
26995914,567892,55,0,,,,,,0.92,,,Southeastern Plains,0.01,1,0.01,0.01
27276453,329764,55,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26923572,328707,52,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26924341,329078,51,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26583853,1605098,50,0,,,,,,2.7,,,Southeastern Plains,0.01,1,0.01,0.01
26916675,328423,50,0,,,,,,4,,,Southeastern Plains,0.01,1,0.01,0.01
26923486,328663,50,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
26995358,332628,50,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
27381460,120604,50,0,,,,,,2,,,Southeastern Plains,0.01,1,0.01,0.01
27441590,329797,50,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27491595,2474824,50,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27526517,330637,50,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
27627864,331370,50,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26825034,2486024,46,0,,,,,,10,,,Southeastern Plains,0.01,1,0.01,0.01
26401029,336604,45,0,,,,,,91.5,,,Southeastern Plains,0.01,1,0.01,0.01
26573156,326260,45,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26916325,328224,45,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26923257,600099,45,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26923483,328663,45,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
27008217,113036,45,0,,,,,,3,,,Southeastern Plains,0.01,1,0.01,0.01
27441620,329820,45,0,,,,,,0.9,,,Southeastern Plains,0.01,1,0.01,0.01
26970775,329320,42,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26450641,1023324,40,0,,,,,,92,,,Southeastern Plains,0.01,1,0.01,0.01
26476923,116460,40,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26572651,327729,40,0,,,,,,2.82,,,Southeastern Plains,0.01,1,0.01,0.01
26916322,328224,40,0,,,,,,23,,,Southeastern Plains,0.01,1,0.01,0.01
26923339,328641,40,0,,,,,,14,,,Southeastern Plains,0.01,1,0.01,0.01
26923816,328770,40,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
26971302,329553,40,0,,,,,,9.17,,,Southeastern Plains,0.01,1,0.01,0.01
26995912,567892,40,0,,,,,,2.82,,,Southeastern Plains,0.01,1,0.01,0.01
26996809,332821,40,0,,,,,,2.82,,,Southeastern Plains,0.01,1,0.01,0.01
27008206,113028,40,0,,,,,,9,,,Southeastern Plains,0.01,1,0.01,0.01
27525579,330605,40,0,,,,,,0.91,,,Southeastern Plains,0.01,1,0.01,0.01
26367161,1414084,85,1,Lithic bedrock,Indurated,23,,,2.7,23,,Southern Coastal Plain,0.009720000000000001,0,0.001701,0.0005
26367195,1414089,85,1,Lithic bedrock,Indurated,173,,,0.9,173,,Southern Coastal Plain,0.0032400000000000003,0,0.0016200000000000001,0.0005
26744793,1421205,85,1,Strongly contrasting textural stratification,noncoherent,76,147,71,0.96,,,Southern Coastal Plain,0.003456,0,0.0022464,0.0016848000000000002
26994875,332383,85,1,Plinthite,Weakly coherent,99,198,99,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0028431000000000007
27533777,2995082,85,1,Manufactured layer,Indurated,0,102,102,0.005,,,Southern Coastal Plain,1.8e-05,0,0.0005,0.0005
26630491,3103036,70,1,Lithic bedrock,Indurated,76,101,25,78,76,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26367290,1414103,61,1,Lithic bedrock,Indurated,155,,,8,132,,Southern Coastal Plain,0.0288,0,0.0144,0.00288
26749479,1421593,60,1,Lithic bedrock,Indurated,25,57,32,0.9,25,,Southern Coastal Plain,0.0032400000000000003,0,0.000567,0.0005
26437086,1425242,48,1,Paralithic bedrock,Moderately coherent,150,,,0.9,150,,Southern Coastal Plain,0.0032400000000000003,0,0.002754,0.0005508
26401098,1399052,45,1,Lithic bedrock,Strongly coherent,127,,,9.17,94,,Southern Coastal Plain,0.033012,0,0.0280602,0.00561204
26691407,2408350,45,1,Densic material,noncoherent,66,,,1.3,,,Southern Coastal Plain,0.004680000000000001,0,0.003042000000000001,0.0006084000000000002
26465125,1421089,39,1,Paralithic bedrock,Moderately coherent,64,,,2.7,64,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26465126,1421089,31,1,Paralithic bedrock,Moderately coherent,142,,,2.7,64,,Southern Coastal Plain,0.009720000000000001,0,0.008262,0.0016524000000000003
26401100,1399052,24,1,Lithic bedrock,Strongly coherent,94,,,0.92,94,,Southern Coastal Plain,0.0033120000000000003,0,0.0021528000000000003,0.0005
26465127,1421089,24,1,Paralithic bedrock,Moderately coherent,114,,,0.9,64,,Southern Coastal Plain,0.0032400000000000003,0,0.002754,0.0005508
26367291,1414103,23,1,Lithic bedrock,Indurated,132,,,8,132,,Southern Coastal Plain,0.0288,0,0.01224,0.002448
26749480,1421593,20,1,Lithic bedrock,Indurated,25,57,32,0.9,25,,Southern Coastal Plain,0.0032400000000000003,0,0.000567,0.0005
26401097,1399052,15,1,Lithic bedrock,Strongly coherent,127,,,9.17,94,,Southern Coastal Plain,0.033012,0,0.0280602,0.00561204
26630497,3103036,10,1,Lithic bedrock,Indurated,76,101,25,78,76,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26744795,1421205,6,1,Lithic bedrock,Indurated,41,66,25,20,,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26624867,3102878,5,1,Strongly contrasting textural stratification,noncoherent,69,203,134,0.21,,,Southern Coastal Plain,0.000756,0,0.0005,0.0005
26630494,3103036,5,1,Lithic bedrock,Indurated,30,55,25,20,76,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26630495,3103036,5,1,Lithic bedrock,Indurated,81,106,25,78,76,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26630496,3103036,5,1,Lithic bedrock,Indurated,76,101,25,9.17,76,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26744701,1421189,5,1,Strongly contrasting textural stratification,noncoherent,76,147,71,0.96,,,Southern Coastal Plain,0.003456,0,0.0022464,0.0016848000000000002
26744794,1421205,5,1,Lithic bedrock,Indurated,76,101,25,9.17,,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26367430,1414052,4,1,Lithic bedrock,Indurated,94,119,25,9.17,,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26464923,1421082,4,1,Paralithic bedrock,Strongly coherent,127,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.008262,0.0016524000000000003
26630492,3103036,4,1,Lithic bedrock,Indurated,102,127,25,78,76,,Southern Coastal Plain,0.2808,0,0.05,0.023868
26749474,1421593,4,1,Lithic bedrock,Indurated,107,117,10,2,25,,Southern Coastal Plain,0.0072,0,0.00306,0.000612
26749475,1421593,4,1,Lithic bedrock,Indurated,33,51,18,0.9,25,,Southern Coastal Plain,0.0032400000000000003,0,0.000567,0.0005
26367160,1414084,3,1,Lithic bedrock,Indurated,94,,,9,23,,Southern Coastal Plain,0.0324,0,0.01053,0.002106
26436897,1425199,3,1,Paralithic bedrock,Moderately coherent,89,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26436900,1425199,3,1,Paralithic bedrock,Moderately coherent,145,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.008262,0.0016524000000000003
26436954,1425209,3,1,Paralithic bedrock,Moderately coherent,163,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.009720000000000001,0.0019440000000000004
26437082,1425242,3,1,Paralithic bedrock,Moderately coherent,145,,,2.7,150,,Southern Coastal Plain,0.009720000000000001,0,0.008262,0.0016524000000000003
26437083,1425242,3,1,Paralithic bedrock,Moderately coherent,36,,,78,150,,Southern Coastal Plain,0.2808,0,0.05,0.019655999999999996
26437084,1425242,3,1,Paralithic bedrock,Moderately coherent,53,,,2.7,150,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26464921,1421082,3,1,Paralithic bedrock,Strongly coherent,127,,,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.002754,0.0005508
26464922,1421082,3,1,Paralithic bedrock,Strongly coherent,51,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26749536,1421567,3,1,Ortstein,Strongly coherent,84,99,15,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.0021060000000000002,0.0009477000000000002
26973020,1473303,3,1,Strongly contrasting textural stratification,noncoherent,76,147,71,0.96,,,Southern Coastal Plain,0.003456,0,0.0022464,0.0016848000000000002
26366055,321050,2,1,Lithic bedrock,Indurated,84,,,7.76,,,Southern Coastal Plain,0.027936,0,0.0090792,0.00181584
26367157,1414084,2,1,Lithic bedrock,Indurated,0,,,,23,,Southern Coastal Plain,0.01,1,0.01,0.01
26367158,1414084,2,1,Paralithic bedrock,Weakly coherent,38,,,2.7,23,,Southern Coastal Plain,0.009720000000000001,0,0.003402,0.0006804000000000001
26367159,1414084,2,1,Lithic bedrock,Indurated,61,,,2.7,23,,Southern Coastal Plain,0.009720000000000001,0,0.0031590000000000003,0.0006318000000000001
26367164,1414084,2,1,Lithic bedrock,Indurated,31,,,2.7,23,,Southern Coastal Plain,0.009720000000000001,0,0.001701,0.0005
26367189,1414089,2,1,Lithic bedrock,Indurated,28,,,2.7,173,,Southern Coastal Plain,0.009720000000000001,0,0.001701,0.0005
26367193,1414089,2,1,Lithic bedrock,Indurated,94,,,9,173,,Southern Coastal Plain,0.0324,0,0.01053,0.002106
26367282,1414103,2,1,Lithic bedrock,Indurated,64,,,9,132,,Southern Coastal Plain,0.0324,0,0.01053,0.002106
26367283,1414103,2,1,Lithic bedrock,Indurated,127,,,0.9,132,,Southern Coastal Plain,0.0032400000000000003,0,0.001377,0.0005
26367284,1414103,2,1,Lithic bedrock,Indurated,69,,,9,132,,Southern Coastal Plain,0.0324,0,0.01053,0.002106
26367286,1414103,2,1,Lithic bedrock,Indurated,48,,,78,132,,Southern Coastal Plain,0.2808,0,0.049139999999999996,0.009827999999999998
26367289,1414103,2,1,Lithic bedrock,Indurated,173,,,0.9,132,,Southern Coastal Plain,0.0032400000000000003,0,0.0016200000000000001,0.0005
26367307,1414108,2,1,Lithic bedrock,Indurated,66,,,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.0010530000000000001,0.0005
26436893,1425199,2,1,Paralithic bedrock,Moderately coherent,150,,,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.002754,0.0005508
26436894,1425199,2,1,Paralithic bedrock,Moderately coherent,53,,,2.7,,,Southern Coastal Plain,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26601421,1384389,2,1,Strongly contrasting textural stratification,noncoherent,97,127,30,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.0021060000000000002,0.0015795000000000002
26606319,1406975,2,1,Lithic bedrock,Indurated,84,,,7.76,,,Southern Coastal Plain,0.027936,0,0.0090792,0.00181584
26609162,756741,2,1,Lithic bedrock,Indurated,76,101,25,9.17,,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26609163,756741,2,1,Lithic bedrock,Indurated,30,55,25,20,,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26622822,1460104,2,1,Lithic bedrock,Indurated,76,101,25,9.17,,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26622825,1460104,2,1,Lithic bedrock,Indurated,30,55,25,20,,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26625122,3102952,2,1,Lithic bedrock,Indurated,30,55,25,20,,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26744702,1421189,2,1,Lithic bedrock,Indurated,41,66,25,20,,,Southern Coastal Plain,0.072,0,0.012599999999999998,0.0025199999999999997
26749532,1421567,2,1,Lithic bedrock,Indurated,76,101,25,9.17,,,Southern Coastal Plain,0.033012,0,0.0107289,0.00214578
26366274,1529417,1,1,Lithic bedrock,Indurated,150,,,28,,,Southern Coastal Plain,0.1008,0,0.042839999999999996,0.008568000000000001
26367190,1414089,1,1,Lithic bedrock,Indurated,31,,,2.7,173,,Southern Coastal Plain,0.009720000000000001,0,0.001701,0.0005
26367192,1414089,1,1,Lithic bedrock,Indurated,46,,,2.7,173,,Southern Coastal Plain,0.009720000000000001,0,0.001701,0.0005
26367308,1414108,1,1,Lithic bedrock,Indurated,173,,,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.0016200000000000001,0.0005
26367309,1414108,1,1,Lithic bedrock,Indurated,135,,,0.9,,,Southern Coastal Plain,0.0032400000000000003,0,0.001377,0.0005
26367502,1712900,1,1,Lithic bedrock,Indurated,0,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367503,1712900,1,1,Lithic bedrock,Indurated,0,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367553,1712912,1,1,Lithic bedrock,Indurated,0,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367554,1712912,1,1,Lithic bedrock,Indurated,0,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26601440,1384393,1,1,Lithic bedrock,Indurated,76,102,26,78,,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26612305,1416162,1,1,Lithic bedrock,Indurated,76,102,26,78,,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26615150,1483874,1,1,Lithic bedrock,Indurated,150,,,28,,,Southern Coastal Plain,0.1008,0,0.042839999999999996,0.008568000000000001
26625121,3102952,1,1,Lithic bedrock,Indurated,76,102,26,78,,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26628681,1413459,1,1,Lithic bedrock,Indurated,76,102,26,78,,,Southern Coastal Plain,0.2808,0,0.05,0.018252
26630493,3103036,1,1,Lithic bedrock,Indurated,41,66,25,78,76,,Southern Coastal Plain,0.2808,0,0.049139999999999996,0.009827999999999998
26367918,640583,100,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26393457,1480986,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26396329,1487537,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26398944,1454465,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26515065,125175,100,0,,,,,,141,,,Southern Coastal Plain,0.01,1,0.01,0.01
26515075,125181,100,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26580693,1544185,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26604361,1413591,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606382,1406990,100,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26614990,1483889,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622557,1454702,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26692258,125104,100,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744922,125396,100,0,,,,,,1,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744944,637251,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744954,125409,100,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26746579,125792,100,0,,,,,,1,,,Southern Coastal Plain,0.01,1,0.01,0.01
26746615,125806,100,0,,,,,,1,,,Southern Coastal Plain,0.01,1,0.01,0.01
26916122,328220,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097015,132409,100,0,,,,,,0.2,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097217,138268,100,0,,,,,,2.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097228,138308,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097371,132305,100,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26745267,2686816,97,0,,,,,,7.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097231,138311,97,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097738,131957,97,0,,,,,,2.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366275,1529417,95,0,,,,,,23.28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26377215,320808,95,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26515077,125182,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26537893,325530,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26615147,1483874,95,0,,,,,,23.28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26616679,323250,95,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26620458,1017084,95,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26630207,1701105,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26666683,125144,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26743469,125351,95,0,,,,,,3,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744916,125393,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744939,125416,95,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26820157,132361,95,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
27279831,569753,95,0,,,,,,0.92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26386610,1444890,94,0,,,,,,7.76,,,Southern Coastal Plain,0.01,1,0.01,0.01
26386713,1444887,94,0,,,,,,3,,,Southern Coastal Plain,0.01,1,0.01,0.01
26396213,1477084,92,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26562300,738878,92,0,,,,,,8,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366540,322100,90,0,,,,,,2.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367909,640575,90,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26377240,320813,90,0,,,,,,28.23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26394361,322753,90,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26440978,1148815,90,0,,,,,,7.755,,,Southern Coastal Plain,0.01,1,0.01,0.01
26469961,797480,90,0,,,,,,9.17,,,Southern Coastal Plain,0.01,1,0.01,0.01
26470007,797428,90,0,,,,,,7.755,,,Southern Coastal Plain,0.01,1,0.01,0.01
26572434,323431,90,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26573021,1392031,90,0,,,,,,211.71,,,Southern Coastal Plain,0.01,1,0.01,0.01
26590484,1453485,90,0,,,,,,0.91,,,Southern Coastal Plain,0.01,1,0.01,0.01
26601437,1384393,90,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
