cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
26795147,459609,35,1,Lithic bedrock,Indurated,81,106,,0.215,81,,Mediterranean California,0.0007740000000000001,0,0.0005,0.0005
26795552,3115269,35,1,Lithic bedrock,Very strongly coherent,30,55,25,9.17,13,,Mediterranean California,0.033012,0,0.011554199999999999,0.0023108399999999998
27072420,460545,35,1,Paralithic bedrock,Moderately coherent,97,,,0.91,89,,Mediterranean California,0.0032760000000000003,0,0.0021294,0.0005
27307297,2766038,35,1,Duripan,Indurated,18,,,0.01,,,Mediterranean California,3.6e-05,0,0.0005,0.0005
27408808,456781,35,1,Paralithic bedrock,Moderately coherent,61,,,9,0,,Mediterranean California,0.0324,0,0.02106,0.004212
27446639,455700,35,1,Lithic bedrock,Strongly coherent,25,,,7.7,25,,Mediterranean California,0.02772,0,0.009702,0.0019404
27446720,455721,35,1,Lithic bedrock,Strongly coherent,61,,,7.7,28,,Mediterranean California,0.02772,0,0.018018000000000003,0.0036036
27450356,466984,35,1,Abrupt textural change,noncoherent,41,91,10,0.25,41,,Mediterranean California,0.0009,0,0.0005,0.0005
27452450,465291,35,1,Lithic bedrock,Indurated,41,,,9,41,,Mediterranean California,0.0324,0,0.00567,0.0011339999999999998
26430878,463318,34,1,Paralithic bedrock,Moderately coherent,91,152,,0.21,91,,Mediterranean California,0.000756,0,0.0005,0.0005
26411888,2424963,30,1,Lithic bedrock,Very strongly coherent,79,200,,9,79,,Mediterranean California,0.0324,0,0.02106,0.004212
26417851,462923,30,1,Paralithic bedrock,Moderately coherent,0,25,,,0,,Mediterranean California,0.01,1,0.01,0.01
26509249,467369,30,1,Paralithic bedrock,Moderately coherent,76,101,25,1.13,53,,Mediterranean California,0.004068,0,0.0026441999999999998,0.0005288399999999999
26688810,459447,30,1,Lithic bedrock,Strongly coherent,127,,,28,104,,Mediterranean California,0.1008,0,0.05,0.017136000000000002
26703491,458459,30,1,Paralithic bedrock,Moderately coherent,61,86,25,0.5,38,,Mediterranean California,0.0018,0,0.00117,0.0005
26703518,458479,30,1,Paralithic bedrock,Moderately coherent,61,76,15,9,48,,Mediterranean California,0.0324,0,0.02106,0.004212
26703959,458511,30,1,Paralithic bedrock,Moderately coherent,61,86,25,0.5,61,,Mediterranean California,0.0018,0,0.00117,0.0005
26734736,457205,30,1,Abrupt textural change,noncoherent,25,71,46,0.215,,,Mediterranean California,0.0007740000000000001,0,0.0005,0.0005
26795027,459591,30,1,Lithic bedrock,Very strongly coherent,145,170,,2.7,69,,Mediterranean California,0.009720000000000001,0,0.008262,0.0016524000000000003
26795148,459609,30,1,Paralithic bedrock,Moderately coherent,163,201,,0.21,81,,Mediterranean California,0.000756,0,0.000756,0.0005
26801090,456080,30,1,Paralithic bedrock,Moderately coherent,51,,,0.91,51,,Mediterranean California,0.0032760000000000003,0,0.0021294,0.0005
27309703,461086,30,1,Strongly contrasting textural stratification,Very strongly coherent,30,200,170,5,81,,Mediterranean California,0.018,0,0.006299999999999999,0.004724999999999999
27413023,458053,30,1,Lithic bedrock,Indurated,0,10,,,0,,Mediterranean California,0.01,1,0.01,0.01
27446255,455635,30,1,Paralithic bedrock,Weakly coherent,76,,,0.7,76,,Mediterranean California,0.00252,0,0.0016380000000000001,0.0005
27446640,455700,30,1,Lithic bedrock,Strongly coherent,30,,,7.7,25,,Mediterranean California,0.02772,0,0.009702,0.0019404
27447104,3251916,30,1,Lithic bedrock,Strongly coherent,20,,,0.035,20,,Mediterranean California,0.00012600000000000003,0,0.0005,0.0005
27450359,466984,30,1,Lithic bedrock,Indurated,41,51,10,0.28,41,,Mediterranean California,0.0010080000000000002,0,0.0005,0.0005
26417572,462871,25,1,Lithic bedrock,Very strongly coherent,0,25,,,0,,Mediterranean California,0.01,1,0.01,0.01
26432509,467101,25,1,Paralithic bedrock,Moderately coherent,36,41,5,0.1,36,,Mediterranean California,0.00036,0,0.0005,0.0005
26432727,467131,25,1,Paralithic bedrock,Moderately coherent,91,152,61,0.5,28,,Mediterranean California,0.0018,0,0.00117,0.0005
26509250,467369,25,1,Paralithic bedrock,Moderately coherent,53,78,25,1.13,53,,Mediterranean California,0.004068,0,0.0026441999999999998,0.0005288399999999999
26688613,459420,25,1,Lithic bedrock,Indurated,114,,,0.5,46,,Mediterranean California,0.0018,0,0.000765,0.0005
26702745,457017,25,1,Lithic bedrock,Indurated,48,,,0.7,48,,Mediterranean California,0.00252,0,0.0005,0.0005
26795553,3115269,25,1,Lithic bedrock,Very strongly coherent,25,50,25,9.11,13,,Mediterranean California,0.032796,0,0.011478599999999999,0.00229572
27307668,460944,25,1,Lithic bedrock,Very strongly coherent,0,,,,0,,Mediterranean California,0.01,1,0.01,0.01
27309984,461120,25,1,Abrupt textural change,noncoherent,149,200,51,0.92,81,,Mediterranean California,0.0033120000000000003,0,0.0028152000000000003,0.0021114
27409434,456956,25,1,Lithic bedrock,Strongly coherent,0,10,,,0,,Mediterranean California,0.01,1,0.01,0.01
27445866,455572,25,1,Lithic bedrock,Very strongly coherent,61,,,28,28,,Mediterranean California,0.1008,0,0.05,0.013104000000000001
27446721,455721,25,1,Lithic bedrock,Strongly coherent,30,,,0.7,28,,Mediterranean California,0.00252,0,0.000882,0.0005
26411889,2424963,20,1,Paralithic bedrock,Moderately coherent,165,190,,0.2,79,,Mediterranean California,0.00072,0,0.00072,0.0005
26411924,2440242,20,1,Lithic bedrock,Very strongly coherent,86,200,,1,60,,Mediterranean California,0.0036,0,0.00234,0.0005
26417852,462923,20,1,Lithic bedrock,Strongly coherent,81,,,0.7,0,,Mediterranean California,0.00252,0,0.0016380000000000001,0.0005
26432728,467131,20,1,Paralithic bedrock,Moderately coherent,28,152,124,1,28,,Mediterranean California,0.0036,0,0.0012599999999999998,0.0005
26432736,467132,20,1,Paralithic bedrock,Moderately coherent,28,152,124,1,28,,Mediterranean California,0.0036,0,0.0012599999999999998,0.0005
26432737,467132,20,1,Paralithic bedrock,Moderately coherent,36,41,5,0.1,28,,Mediterranean California,0.00036,0,0.0005,0.0005
26509251,467369,20,1,Paralithic bedrock,Moderately coherent,71,96,25,1.13,53,,Mediterranean California,0.004068,0,0.0026441999999999998,0.0005288399999999999
26638439,465113,20,1,Paralithic bedrock,Moderately coherent,91,152,,0.5,91,,Mediterranean California,0.0018,0,0.00117,0.0005
26688619,459420,20,1,Lithic bedrock,Indurated,46,,,0.5,46,,Mediterranean California,0.0018,0,0.0005,0.0005
26702200,2425950,20,1,Paralithic bedrock,Moderately coherent,110,,,0.1,89,,Mediterranean California,0.00036,0,0.0005,0.0005
26734863,457218,20,1,Paralithic bedrock,Weakly coherent,71,,,2.7,71,,Mediterranean California,0.009720000000000001,0,0.006318000000000001,0.0012636000000000001
26638233,1674978,100,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26691659,458997,100,0,,,,,,0.91,,,Mediterranean California,0.01,1,0.01,0.01
26970267,456618,100,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27408730,3295928,100,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
27450761,457106,90,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
26432075,467045,89,0,,,,,,3,,,Mediterranean California,0.01,1,0.01,0.01
26417509,462860,85,0,,,,,,0.91,,,Mediterranean California,0.01,1,0.01,0.01
26471932,464319,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
26708398,455910,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
26736318,457567,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
26882443,459928,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
26883077,460095,85,0,,,,,,0.8,,,Mediterranean California,0.01,1,0.01,0.01
27409002,456835,85,0,,,,,,0.215,,,Mediterranean California,0.01,1,0.01,0.01
27411252,457753,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27411735,457844,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27412583,457980,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
27412763,457968,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27413052,458059,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27413208,458097,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
27414239,458265,85,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27414276,458275,85,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27414515,458332,85,0,,,,,,0.215,,,Mediterranean California,0.01,1,0.01,0.01
27445838,455568,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
27446822,455735,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
27451613,457431,85,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27452003,2833379,85,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
27446604,455696,84,0,,,,,,0.9,,,Mediterranean California,0.01,1,0.01,0.01
27413070,458064,80,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27413080,458065,75,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27447043,2833371,75,0,,,,,,0.5,,,Mediterranean California,0.01,1,0.01,0.01
26703892,458448,65,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
26704187,455995,65,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27413217,458099,65,0,,,,,,141,,,Mediterranean California,0.01,1,0.01,0.01
26690717,456700,60,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26702202,2425950,60,0,,,,,,,89,,Mediterranean California,0.01,1,0.01,0.01
26735500,457293,60,0,,,,,,,30,,Mediterranean California,0.01,1,0.01,0.01
27412535,457958,55,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
27447112,3251916,50,0,,,,,,,20,,Mediterranean California,0.01,1,0.01,0.01
27309985,461120,45,0,,,,,,0.92,81,,Mediterranean California,0.01,1,0.01,0.01
27412536,457958,45,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
26734735,457205,40,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
26690714,456700,35,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
26735135,457270,35,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
26736672,2426425,35,0,,,,,,2.82,,,Mediterranean California,0.01,1,0.01,0.01
26491637,463628,30,0,,,,,,,107,,Mediterranean California,0.01,1,0.01,0.01
26704186,455995,30,0,,,,,,0.91,,,Mediterranean California,0.01,1,0.01,0.01
26735129,457270,30,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
26736674,2426425,30,0,,,,,,2.82,,,Mediterranean California,0.01,1,0.01,0.01
26789821,458778,30,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27408860,456798,30,0,,,,,,,81,,Mediterranean California,0.01,1,0.01,0.01
27410272,463915,30,0,,,,,,,13,,Mediterranean California,0.01,1,0.01,0.01
26399258,462347,25,0,,,,,,,15,,Mediterranean California,0.01,1,0.01,0.01
26491371,463573,25,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491652,463633,25,0,,,,,,,69,,Mediterranean California,0.01,1,0.01,0.01
27421723,2513716,25,0,,,,,,2.8,,,Mediterranean California,0.01,1,0.01,0.01
26735130,457270,20,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26736673,2426425,20,0,,,,,,0.92,,,Mediterranean California,0.01,1,0.01,0.01
27421625,2408054,20,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27421653,2441746,20,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27421724,2513716,20,0,,,,,,2.8,,,Mediterranean California,0.01,1,0.01,0.01
27421781,2562663,20,0,,,,,,28.2,,,Mediterranean California,0.01,1,0.01,0.01
27421783,2562663,20,0,,,,,,92,,,Mediterranean California,0.01,1,0.01,0.01
27422146,2833547,20,0,,,,,,0.92,,,Mediterranean California,0.01,1,0.01,0.01
27445867,455572,20,0,,,,,,,28,,Mediterranean California,0.01,1,0.01,0.01
27447044,2833371,20,0,,,,,,2.7,,,Mediterranean California,0.01,1,0.01,0.01
26397595,462200,15,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26432667,467119,15,0,,,,,,,46,,Mediterranean California,0.01,1,0.01,0.01
26703017,458433,15,0,,,,,,,38,,Mediterranean California,0.01,1,0.01,0.01
27421622,2408054,15,0,,,,,,9,,,Mediterranean California,0.01,1,0.01,0.01
27421651,2441746,15,0,,,,,,9.2,,,Mediterranean California,0.01,1,0.01,0.01
27422148,2833547,15,0,,,,,,0.92,,,Mediterranean California,0.01,1,0.01,0.01
27451543,457408,15,0,,,,,,,76,,Mediterranean California,0.01,1,0.01,0.01
26396912,460319,10,0,,,,,,,130,,Mediterranean California,0.01,1,0.01,0.01
26430879,463318,10,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26430880,463318,10,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26430881,463318,10,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26471553,464203,10,0,,,,,,,107,,Mediterranean California,0.01,1,0.01,0.01
26702684,456994,10,0,,,,,,0.2,48,,Mediterranean California,0.01,1,0.01,0.01
26702909,457061,10,0,,,,,,,48,,Mediterranean California,0.01,1,0.01,0.01
26703960,458511,10,0,,,,,,,61,,Mediterranean California,0.01,1,0.01,0.01
26734737,457205,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26734738,457205,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26734854,457218,10,0,,,,,,,71,,Mediterranean California,0.01,1,0.01,0.01
26734857,457218,10,0,,,,,,,71,,Mediterranean California,0.01,1,0.01,0.01
26789820,458778,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26789823,458778,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26789831,458782,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27306977,460869,10,0,,,,,,,64,,Mediterranean California,0.01,1,0.01,0.01
27307179,460922,10,0,,,,,,,84,,Mediterranean California,0.01,1,0.01,0.01
27307670,460944,10,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
27408908,456811,10,0,,,,,,,119,,Mediterranean California,0.01,1,0.01,0.01
27408955,456821,10,0,,,,,,,30,,Mediterranean California,0.01,1,0.01,0.01
27409435,456956,10,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
27410267,463915,10,0,,,,,,,13,,Mediterranean California,0.01,1,0.01,0.01
27411736,457844,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27412584,457980,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27412836,458017,10,0,,,,,,,66,,Mediterranean California,0.01,1,0.01,0.01
27413022,458053,10,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
27413076,458065,10,0,,,,,,9.17,,,Mediterranean California,0.01,1,0.01,0.01
27413218,458099,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27413221,458099,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27414121,458237,10,0,,,,,,,46,,Mediterranean California,0.01,1,0.01,0.01
27414237,458265,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27421623,2408054,10,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27421780,2562663,10,0,,,,,,28,,,Mediterranean California,0.01,1,0.01,0.01
27445864,455572,10,0,,,,,,,28,,Mediterranean California,0.01,1,0.01,0.01
27446634,455700,10,0,,,,,,,25,,Mediterranean California,0.01,1,0.01,0.01
27446718,455721,10,0,,,,,,,28,,Mediterranean California,0.01,1,0.01,0.01
27446777,455729,10,0,,,,,,,76,,Mediterranean California,0.01,1,0.01,0.01
27451430,457363,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27451612,457431,10,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27306973,460869,9,0,,,,,,,64,,Mediterranean California,0.01,1,0.01,0.01
26472463,464514,8,0,,,,,,,76,,Mediterranean California,0.01,1,0.01,0.01
26736319,457567,8,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26882960,460061,8,0,,,,,,,41,,Mediterranean California,0.01,1,0.01,0.01
27308018,460724,8,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
27410269,463915,8,0,,,,,,,13,,Mediterranean California,0.01,1,0.01,0.01
26491634,463628,7,0,,,,,,,107,,Mediterranean California,0.01,1,0.01,0.01
26491635,463628,7,0,,,,,,,107,,Mediterranean California,0.01,1,0.01,0.01
26736317,457567,7,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26882727,460000,7,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
26882959,460061,7,0,,,,,,,41,,Mediterranean California,0.01,1,0.01,0.01
26327361,461854,6,0,,,,,,,41,,Mediterranean California,0.01,1,0.01,0.01
26327363,461854,6,0,,,,,,,41,,Mediterranean California,0.01,1,0.01,0.01
26491636,463628,6,0,,,,,,,107,,Mediterranean California,0.01,1,0.01,0.01
26703961,458511,6,0,,,,,,,61,,Mediterranean California,0.01,1,0.01,0.01
26795551,3115269,6,0,,,,,,,13,,Mediterranean California,0.01,1,0.01,0.01
26882591,459966,6,0,,,,,,,173,,Mediterranean California,0.01,1,0.01,0.01
26396910,460319,5,0,,,,,,,130,,Mediterranean California,0.01,1,0.01,0.01
26399256,462347,5,0,,,,,,,15,,Mediterranean California,0.01,1,0.01,0.01
26417853,462923,5,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
26417854,462923,5,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
26417855,462923,5,0,,,,,,,0,,Mediterranean California,0.01,1,0.01,0.01
26432739,467132,5,0,,,,,,,28,,Mediterranean California,0.01,1,0.01,0.01
26471933,464319,5,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26471934,464319,5,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26471935,464319,5,0,,,,,,,,,Mediterranean California,0.01,1,0.01,0.01
26472461,464514,5,0,,,,,,,76,,Mediterranean California,0.01,1,0.01,0.01
26491366,463573,5,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491367,463573,5,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491368,463573,5,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491369,463573,5,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491370,463573,5,0,,,,,,,91,,Mediterranean California,0.01,1,0.01,0.01
26491648,463633,5,0,,,,,,,69,,Mediterranean California,0.01,1,0.01,0.01
26491649,463633,5,0,,,,,,,69,,Mediterranean California,0.01,1,0.01,0.01
26491650,463633,5,0,,,,,,,69,,Mediterranean California,0.01,1,0.01,0.01
26491651,463633,5,0,,,,,,,69,,Mediterranean California,0.01,1,0.01,0.01
26499177,463717,5,0,,,,,,,38,,Mediterranean California,0.01,1,0.01,0.01
26509248,467369,5,0,,,,,,,53,,Mediterranean California,0.01,1,0.01,0.01
26509253,467369,5,0,,,,,,,53,,Mediterranean California,0.01,1,0.01,0.01
26506616,68148,100,1,Duripan,Indurated,41,,26,0.2,,,Columbia Plateau / Intermountain Basins,0.00072,0,0.0005,0.0005
26532633,68817,100,1,Strongly contrasting textural stratification,noncoherent,58,,,28,,,Columbia Plateau / Intermountain Basins,0.1008,0,0.05,0.04914
26540780,68477,100,1,Lithic bedrock,Indurated,89,,,9,89,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26540873,68557,100,1,Lithic bedrock,Indurated,76,,,9,76,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26545450,69599,100,1,Lithic bedrock,Indurated,43,,,9,43,,Columbia Plateau / Intermountain Basins,0.0324,0,0.00567,0.0011339999999999998
26594149,69070,100,1,Lithic bedrock,Indurated,112,,,9,112,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01377,0.002754
26594232,69111,100,1,Duripan,Moderately coherent,140,,26,0.2,,,Columbia Plateau / Intermountain Basins,0.00072,0,0.000612,0.0005
26545642,73421,90,1,Lithic bedrock,Indurated,61,,,9,61,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26582221,76399,90,1,Lithic bedrock,Indurated,96,,,9,96,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26582484,76589,90,1,Lithic bedrock,Indurated,99,,,0.91,99,,Columbia Plateau / Intermountain Basins,0.0032760000000000003,0,0.0010647,0.0005
27458099,64520,90,1,Lithic bedrock,Indurated,68,,,9,68,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26530399,704468,85,1,Lithic bedrock,Indurated,91,,,9,91,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26531899,704469,85,1,Lithic bedrock,Indurated,91,,,9,91,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26582097,76353,85,1,Lithic bedrock,Indurated,25,,,3,25,,Columbia Plateau / Intermountain Basins,0.0108,0,0.00189,0.0005
26586759,1899776,85,1,Strongly contrasting textural stratification,noncoherent,71,,,28,,,Columbia Plateau / Intermountain Basins,0.1008,0,0.05,0.04914
26587074,1899863,85,1,Strongly contrasting textural stratification,noncoherent,74,,,28,,,Columbia Plateau / Intermountain Basins,0.1008,0,0.05,0.04914
27022058,61589,85,1,Lithic bedrock,Indurated,18,,,3,18,,Columbia Plateau / Intermountain Basins,0.0108,0,0.00189,0.0005
27022061,61592,85,1,Lithic bedrock,Indurated,76,,,9,76,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
27022062,61593,85,1,Lithic bedrock,Indurated,76,,,9,76,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
27065450,62901,85,1,Lithic bedrock,Indurated,33,,,9,33,,Columbia Plateau / Intermountain Basins,0.0324,0,0.00567,0.0011339999999999998
27443272,61371,85,1,Lithic bedrock,Indurated,76,,,9,76,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
27458098,64521,85,1,Lithic bedrock,Indurated,68,,,9,68,,Columbia Plateau / Intermountain Basins,0.0324,0,0.01053,0.002106
26399985,154054,80,1,Lithic bedrock,Indurated,81,,,2.7,81,,Columbia Plateau / Intermountain Basins,0.009720000000000001,0,0.0031590000000000003,0.0006318000000000001
26586774,1899779,80,1,Strongly contrasting textural stratification,noncoherent,71,,,28,,,Columbia Plateau / Intermountain Basins,0.1008,0,0.05,0.04914
27458010,64589,80,1,Duripan,Indurated,66,,26,0.2,,,Columbia Plateau / Intermountain Basins,0.00072,0,0.0005,0.0005
26532130,71611,75,1,Strongly contrasting textural stratification,noncoherent,71,,,9,,,Columbia Plateau / Intermountain Basins,0.0324,0,0.02106,0.015795
27458013,64587,75,1,Lithic bedrock,Indurated,46,,,9,46,,Columbia Plateau / Intermountain Basins,0.0324,0,0.00567,0.0011339999999999998
27458188,64454,75,1,Duripan,Indurated,66,,26,0.2,,,Columbia Plateau / Intermountain Basins,0.00072,0,0.0005,0.0005
26602800,3454635,70,1,Strongly contrasting textural stratification,noncoherent,58,,,30,,,Columbia Plateau / Intermountain Basins,0.108,0,0.05,0.05
27443201,61306,70,1,Lithic bedrock,Indurated,43,,,9,43,,Columbia Plateau / Intermountain Basins,0.0324,0,0.00567,0.0011339999999999998
