Unnamed: 0,Year,State,Fire Name,Fire_ID,Fire_SegID,Site Name,ObservationDate_mmddyyyy,ObservationLatitude_DD,ObservationLongitude_DD,DebrisFlowResponse,SourceOfObservation,StormDate_mmddyyyy,GaugeName,GaugeLatitude_DD,GaugeLongitude_DD,GaugeDist_km,StormAccum_mm,StormDuration_hr,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,Peak_I15_in in 15min,Peak_I30_in in 30min,Peak_I60_in in 60min
512,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,8062021,39.559567,-107.239327,0,,8062021,Deadmans,39.542664,-107.201314,3.7,6.102,214.03,16.459,9.754,5.842,0.161998031,0.192007874,0.23
513,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,8062021,39.567466,-107.229297,0,,8062021,Deadmans,39.542664,-107.201314,3.6,6.102,214.03,16.459,9.754,5.842,0.161998031,0.192007874,0.23
514,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,8062021,39.576728,-107.221868,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,6.13,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
515,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,8062021,39.575775,-107.210453,0,,8062021,Deadmans,39.542664,-107.201314,3.76,6.102,214.03,16.459,9.754,5.842,0.161998031,0.192007874,0.23
516,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8062021,39.580585,-107.203615,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,5.35,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
517,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,8062021,39.577953,-107.204888,0,,8062021,Deadmans,39.542664,-107.201314,3.93,6.102,214.03,16.459,9.754,5.842,0.161998031,0.192007874,0.23
518,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8062021,39.587694,-107.194739,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.54,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
520,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8062021,39.593441,-107.177952,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.24,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
522,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8062021,39.599788,-107.171554,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,3.89,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
523,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8062021,39.567466,-107.229297,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,3.95,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
524,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8062021,39.60235705,-107.1631228,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.05,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
525,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8062021,39.603097,-107.159339,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.32,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
526,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8062021,39.6085,-107.1543,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.29,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
527,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8062021,39.608744,-107.153603,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.34,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
528,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8062021,39.609181,-107.152192,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.43,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
529,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8062021,39.610049,-107.148402,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.67,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
530,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8062021,39.610562,-107.146508,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,4.8,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
531,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8062021,39.613418,-107.142133,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,5.03,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
533,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8062021,39.616874,-107.131676,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,5.78,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
534,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8062021,39.618159,-107.129525,0,,8062021,East Fork Deadhorse,39.628533,-107.197311,6.01,2.04,197.285,4.064,3.048,1.524,0.04,0.06,0.06
592,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,8142021,39.576728,-107.221868,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,6.13,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
594,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8142021,39.580585,-107.203615,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,5.35,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
596,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8142021,39.587694,-107.194739,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.54,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
598,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8142021,39.593441,-107.177952,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.24,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
600,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8142021,39.599788,-107.171554,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,3.89,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
601,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8142021,39.567466,-107.229297,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,3.95,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
602,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8142021,39.60235705,-107.1631228,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.05,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
603,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8142021,39.603097,-107.159339,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.32,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
604,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8142021,39.6085,-107.1543,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.29,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
605,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8142021,39.608744,-107.153603,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.34,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
606,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8142021,39.609181,-107.152192,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.43,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
607,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8142021,39.610049,-107.148402,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.67,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
608,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8142021,39.610562,-107.146508,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,4.8,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
609,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8142021,39.613418,-107.142133,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,5.03,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
611,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8142021,39.616874,-107.131676,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,5.78,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
612,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8142021,39.618159,-107.129525,0,,8142021,East Fork Deadhorse,39.628533,-107.197311,6.01,0.765,48.45,2.032,1.016,0.762,0.02,0.02,0.03
616,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,8152021,39.559567,-107.239327,0,,8152021,Deadmans,39.542664,-107.201314,3.7,1.374,65.705,5.08,2.54,1.27,0.05,0.05,0.05
617,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,8152021,39.567466,-107.229297,0,,8152021,Deadmans,39.542664,-107.201314,3.6,1.374,65.705,5.08,2.54,1.27,0.05,0.05,0.05
619,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,8152021,39.575775,-107.210453,0,,8152021,Deadmans,39.542664,-107.201314,3.76,1.374,65.705,5.08,2.54,1.27,0.05,0.05,0.05
621,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,8152021,39.577953,-107.204888,0,,8152021,Deadmans,39.542664,-107.201314,3.93,1.374,65.705,5.08,2.54,1.27,0.05,0.05,0.05
644,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,8162021,39.576728,-107.221868,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,6.13,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
646,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8162021,39.580585,-107.203615,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,5.35,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
648,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8162021,39.587694,-107.194739,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.54,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
650,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8162021,39.593441,-107.177952,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.24,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
652,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8162021,39.599788,-107.171554,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,3.89,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
653,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8162021,39.567466,-107.229297,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,3.95,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
654,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8162021,39.60235705,-107.1631228,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.05,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
655,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8162021,39.603097,-107.159339,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.32,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
656,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8162021,39.6085,-107.1543,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.29,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
657,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8162021,39.608744,-107.153603,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.34,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
658,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8162021,39.609181,-107.152192,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.43,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
659,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8162021,39.610049,-107.148402,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.67,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
660,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8162021,39.610562,-107.146508,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,4.8,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
661,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8162021,39.613418,-107.142133,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,5.03,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
663,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8162021,39.616874,-107.131676,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,5.78,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
664,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8162021,39.618159,-107.129525,0,,8162021,East Fork Deadhorse,39.628533,-107.197311,6.01,0.51,40.035,2.032,1.016,0.508,0.02,0.02,0.02
694,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,8182021,39.559567,-107.239327,0,,8182021,Deadmans,39.542664,-107.201314,3.7,94.315,81.855,31.496,21.463,13.157,0.31,0.4225,0.517992126
695,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,8182021,39.567466,-107.229297,0,,8182021,Deadmans,39.542664,-107.201314,3.6,94.315,81.855,31.496,21.463,13.157,0.31,0.4225,0.517992126
697,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,8182021,39.575775,-107.210453,0,,8182021,Deadmans,39.542664,-107.201314,3.76,94.315,81.855,31.496,21.463,13.157,0.31,0.4225,0.517992126
698,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8182021,39.580585,-107.203615,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,5.35,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
699,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,8182021,39.577953,-107.204888,0,,8182021,Deadmans,39.542664,-107.201314,3.93,94.315,81.855,31.496,21.463,13.157,0.31,0.4225,0.517992126
700,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8182021,39.587694,-107.194739,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.54,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
702,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8182021,39.593441,-107.177952,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.24,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
704,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8182021,39.599788,-107.171554,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,3.89,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
705,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8182021,39.567466,-107.229297,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,3.95,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
706,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8182021,39.60235705,-107.1631228,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.05,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
707,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8182021,39.603097,-107.159339,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.32,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
708,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8182021,39.6085,-107.1543,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.29,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
709,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8182021,39.608744,-107.153603,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.34,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
710,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8182021,39.609181,-107.152192,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.43,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
711,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8182021,39.610049,-107.148402,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.67,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
712,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8182021,39.610562,-107.146508,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,4.8,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
713,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8182021,39.613418,-107.142133,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,5.03,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
715,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8182021,39.616874,-107.131676,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,5.78,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
716,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8182021,39.618159,-107.129525,0,,8182021,East Fork Deadhorse,39.628533,-107.197311,6.01,73.09,77.775,14.224,10.668,8.89,0.14,0.21,0.35
772,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,8212021,39.559567,-107.239327,0,,8212021,Deadmans,39.542664,-107.201314,3.7,0.506,119.765,1.016,0.508,0.504,0.01,0.01,0.01984252
773,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,8212021,39.567466,-107.229297,0,,8212021,Deadmans,39.542664,-107.201314,3.6,0.506,119.765,1.016,0.508,0.504,0.01,0.01,0.01984252
774,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,8212021,39.576728,-107.221868,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,6.13,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
775,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,8212021,39.575775,-107.210453,0,,8212021,Deadmans,39.542664,-107.201314,3.76,0.506,119.765,1.016,0.508,0.504,0.01,0.01,0.01984252
776,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8212021,39.580585,-107.203615,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,5.35,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
778,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8212021,39.587694,-107.194739,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.54,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
780,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8212021,39.593441,-107.177952,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.24,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
782,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8212021,39.599788,-107.171554,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,3.89,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
783,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8212021,39.567466,-107.229297,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,3.95,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
784,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8212021,39.60235705,-107.1631228,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.05,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
785,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8212021,39.603097,-107.159339,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.32,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
786,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8212021,39.6085,-107.1543,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.29,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
787,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8212021,39.608744,-107.153603,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.34,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
788,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8212021,39.609181,-107.152192,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.43,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
789,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8212021,39.610049,-107.148402,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.67,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
790,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8212021,39.610562,-107.146508,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,4.8,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
791,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8212021,39.613418,-107.142133,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,5.03,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
793,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8212021,39.616874,-107.131676,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,5.78,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
794,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8212021,39.618159,-107.129525,0,,8212021,East Fork Deadhorse,39.628533,-107.197311,6.01,7.824,115.855,20.32,10.668,5.334,0.2,0.21,0.21
798,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,8262021,39.559567,-107.239327,0,,8262021,Deadmans,39.542664,-107.201314,3.7,1.275,146.88,4.064,2.54,1.27,0.04,0.05,0.05
799,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,8262021,39.567466,-107.229297,0,,8262021,Deadmans,39.542664,-107.201314,3.6,1.275,146.88,4.064,2.54,1.27,0.04,0.05,0.05
800,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,8262021,39.576728,-107.221868,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,6.13,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
801,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,8262021,39.575775,-107.210453,0,,8262021,Deadmans,39.542664,-107.201314,3.76,1.275,146.88,4.064,2.54,1.27,0.04,0.05,0.05
802,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,8262021,39.580585,-107.203615,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,5.35,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
803,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,8262021,39.577953,-107.204888,0,,8262021,Deadmans,39.542664,-107.201314,3.93,1.275,146.88,4.064,2.54,1.27,0.04,0.05,0.05
804,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,8262021,39.587694,-107.194739,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.54,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
806,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,8262021,39.593441,-107.177952,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.24,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
808,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,8262021,39.599788,-107.171554,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,3.89,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
809,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,8262021,39.567466,-107.229297,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,3.95,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
810,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,8262021,39.60235705,-107.1631228,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.05,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
811,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,8262021,39.603097,-107.159339,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.32,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
812,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,8262021,39.6085,-107.1543,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.29,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
813,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,8262021,39.608744,-107.153603,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.34,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
814,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,8262021,39.609181,-107.152192,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.43,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
815,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,8262021,39.610049,-107.148402,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.67,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
816,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,8262021,39.610562,-107.146508,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,4.8,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
817,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,8262021,39.613418,-107.142133,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,5.03,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
819,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,8262021,39.616874,-107.131676,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,5.78,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
820,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,8262021,39.618159,-107.129525,0,,8262021,East Fork Deadhorse,39.628533,-107.197311,6.01,1.275,154.955,3.048,1.524,0.762,0.03,0.03,0.03
824,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9012021,39.559567,-107.239327,0,,9012021,Deadmans,39.542664,-107.201314,3.7,21.387,41.225,7.12,6.608,5.336,0.07007874,0.13007874,0.21007874
825,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9012021,39.567466,-107.229297,0,,9012021,Deadmans,39.542664,-107.201314,3.6,21.387,41.225,7.12,6.608,5.336,0.07007874,0.13007874,0.21007874
826,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9012021,39.576728,-107.221868,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,6.13,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
827,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9012021,39.575775,-107.210453,0,,9012021,Deadmans,39.542664,-107.201314,3.76,21.387,41.225,7.12,6.608,5.336,0.07007874,0.13007874,0.21007874
