sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
1327,1983,8,19,231,forest high sev fire,265.86,0.00011807142857142855,0.001653,2.7904,0.0002214642857142857,1983-08-19,"('forest', 'high')",forest,high,0.533139816158684,1.8756805807622505
1368,1983,9,29,272,forest high sev fire,265.86,0.09530914285714283,0.31685,2558.957,0.01285622142857143,1983-09-29,"('forest', 'high')",forest,high,7.413464631631931,0.1348896972858248
1369,1983,9,30,273,forest high sev fire,265.86,0.07405178571428571,0.21363,1360.389,0.00806352857142857,1983-09-30,"('forest', 'high')",forest,high,9.18354601937826,0.10889040005787454
1370,1983,10,1,274,forest high sev fire,265.86,0.13289757142857142,0.68038,3131.5969999999998,0.015723071428571427,1983-10-01,"('forest', 'high')",forest,high,8.45239252599683,0.11830969715667167
1373,1983,10,4,277,forest high sev fire,265.86,0.00016923571428571426,0.0023693,7.7956,0.000618692857142857,1983-10-04,"('forest', 'high')",forest,high,0.2735375272752462,3.655805512176592
1374,1983,10,5,278,forest high sev fire,265.86,0.00036233571428571427,0.0050727,7.9054,0.0006274142857142856,1983-10-05,"('forest', 'high')",forest,high,0.5775063184498737,1.7315827862873814
1376,1983,10,7,280,forest high sev fire,265.86,0.00010004999999999998,0.0014007,4.4426,0.0003525857142857142,1983-10-07,"('forest', 'high')",forest,high,0.28376078765041934,3.5240950953094883
1399,1983,10,30,303,forest high sev fire,265.86,0.0003799857142857143,0.0053198,6.1496,0.00048806428571428564,1983-10-30,"('forest', 'high')",forest,high,0.7785566889607635,1.2844279860145116
1400,1983,10,31,304,forest high sev fire,265.86,0.0051117428571428565,0.025034,78.47540000000001,0.0012165857142857138,1983-10-31,"('forest', 'high')",forest,high,4.201712051291086,0.2379982225799419
1401,1983,11,1,305,forest high sev fire,265.86,0.0016990714285714285,0.0082838,34.2391,0.0010881214285714282,1983-11-01,"('forest', 'high')",forest,high,1.561472262155616,0.6404212384916129
1410,1983,11,10,314,forest high sev fire,265.86,0.00029289999999999996,0.0041006,6.3031,0.000500242857142857,1983-11-10,"('forest', 'high')",forest,high,0.5855156067053146,1.707896405404087
1411,1983,11,11,315,forest high sev fire,265.86,0.08116574285714286,0.42597,3626.6780000000003,0.019152785714285716,1983-11-11,"('forest', 'high')",forest,high,4.237803527275032,0.2359712982359553
1412,1983,11,12,316,forest high sev fire,265.86,0.0003395785714285714,0.0047541,10.834,0.0008598571428571427,1983-11-12,"('forest', 'high')",forest,high,0.3949244060475162,2.5321301613344267
1417,1983,11,17,321,forest high sev fire,265.86,0.00014748571428571425,0.0020648,1.124,8.920714285714285e-05,1983-11-17,"('forest', 'high')",forest,high,1.65329489951157,0.6048527702440916
1420,1983,11,20,324,forest high sev fire,265.86,0.00020145714285714283,0.0028204,3.6941,0.00029318571428571424,1983-11-20,"('forest', 'high')",forest,high,0.6871315109876723,1.4553254857467026
1423,1983,11,23,327,forest high sev fire,265.86,0.00010199285714285713,0.0014279,1.1341,9.000714285714284e-05,1983-11-23,"('forest', 'high')",forest,high,1.1331640346004286,0.8824847678408851
1424,1983,11,24,328,forest high sev fire,265.86,0.09699271428571428,0.50335,2749.6710000000003,0.015135642857142856,1983-11-24,"('forest', 'high')",forest,high,6.408232223842491,0.1560492761606542
1425,1983,11,25,329,forest high sev fire,265.86,0.00040134285714285713,0.0056188,9.4711,0.000751642857142857,1983-11-25,"('forest', 'high')",forest,high,0.5339541955716052,1.872819819178472
1432,1983,12,2,336,forest high sev fire,265.86,0.00044109285714285704,0.0033016,22.4774,0.0012494499999999998,1983-12-02,"('forest', 'high')",forest,high,0.35302961874653416,2.8326235162664166
1433,1983,12,3,337,forest high sev fire,265.86,0.00016980714285714285,0.0023773,5.45,0.0004325357142857142,1983-12-03,"('forest', 'high')",forest,high,0.39258525307571634,2.547217431539982
1438,1983,12,8,342,forest high sev fire,265.86,0.00023377142857142856,0.0032728,5.6738,0.00045029999999999994,1983-12-08,"('forest', 'high')",forest,high,0.5191459661812761,1.9262405279882668
1439,1983,12,9,343,forest high sev fire,265.86,0.014589878571428568,0.064613,363.3910000000001,0.0031683214285714283,1983-12-09,"('forest', 'high')",forest,high,4.604923742856176,0.21715886208785642
1453,1983,12,23,357,forest high sev fire,265.86,0.0010786571428571428,0.0070349,29.123799999999996,0.0008742785714285714,1983-12-23,"('forest', 'high')",forest,high,1.2337682497406024,0.8105249913914127
1454,1983,12,24,358,forest high sev fire,265.86,0.16708299999999995,0.79656,6105.610000000001,0.03213821428571428,1983-12-24,"('forest', 'high')",forest,high,5.198888728371876,0.19234879841584293
1455,1983,12,25,359,forest high sev fire,265.86,0.07500337857142857,0.38338,6189.817,0.033231928571428565,1983-12-25,"('forest', 'high')",forest,high,2.256967374319448,0.4430724215947224
1476,1984,1,15,15,forest high sev fire,265.86,0.08172021428571427,0.41305,2474.905,0.012587649999999997,1984-01-15,"('forest', 'high')",forest,high,6.492094575692388,0.15403349232529456
1499,1984,2,7,38,forest high sev fire,265.86,3.823999999999999e-05,0.00053536,1.6259,0.00012903571428571426,1984-02-07,"('forest', 'high')",forest,high,0.29635206199833936,3.3743649133293485
1507,1984,2,15,46,forest high sev fire,265.86,7.49142857142857e-05,0.0010488,5.2071,0.0004132571428571428,1984-02-15,"('forest', 'high')",forest,high,0.1812776548672566,5.516399694889398
1535,1984,3,14,74,forest high sev fire,265.86,0.001492785714285714,0.0075674,42.8631,0.0008295571428571426,1984-03-14,"('forest', 'high')",forest,high,1.7994971499423102,0.5557107995597875
1558,1984,4,6,97,forest high sev fire,265.86,0.010443485714285715,0.021777,321.7861,0.0020814071428571423,1984-04-06,"('forest', 'high')",forest,high,5.017512191271703,0.1993019572009345
1571,1984,4,19,110,forest high sev fire,265.86,0.00010247142857142856,0.0014346,1.4067,0.00011164285714285712,1984-04-19,"('forest', 'high')",forest,high,0.9178502879078696,1.0895023002927644
1720,1984,9,15,259,forest high sev fire,265.86,0.00015755714285714285,0.0022058,2.1431,0.00017009285714285712,1984-09-15,"('forest', 'high')",forest,high,0.9263007600890271,1.079562970350893
1751,1984,10,16,290,forest high sev fire,265.86,0.00018032142857142853,0.0025245,1.8436,0.0001463142857142857,1984-10-16,"('forest', 'high')",forest,high,1.2324253075571174,0.8114081996434939
1752,1984,10,17,291,forest high sev fire,265.86,6.599214285714285e-05,0.00092389,1.5294,0.0001213785714285714,1984-10-17,"('forest', 'high')",forest,high,0.5436885776496205,1.839288226953425
1774,1984,11,8,313,forest high sev fire,265.86,0.1743725714285714,0.85668,3910.186,0.019952,1984-11-08,"('forest', 'high')",forest,high,8.739603620116851,0.1144216652684564
1778,1984,11,12,317,forest high sev fire,265.86,0.00014482142857142854,0.0020275,4.5122,0.0003581071428571428,1984-11-12,"('forest', 'high')",forest,high,0.40440809813503537,2.4727496917385947
1779,1984,11,13,318,forest high sev fire,265.86,0.1343577142857143,0.65415,3336.875,0.016975999999999995,1984-11-13,"('forest', 'high')",forest,high,7.914568466406359,0.12634927655810071
1782,1984,11,16,321,forest high sev fire,265.86,8.177142857142858e-05,0.0011448,1.1503,9.129285714285713e-05,1984-11-16,"('forest', 'high')",forest,high,0.895704561458415,1.1164395527603073
1787,1984,11,21,326,forest high sev fire,265.86,0.0002500785714285714,0.0035011,3.247,0.00025769285714285714,1984-11-21,"('forest', 'high')",forest,high,0.9704520885882971,1.0304475736197196
1789,1984,11,23,328,forest high sev fire,265.86,0.15832542857142856,0.56816,3041.7830000000004,0.015873142857142856,1984-11-23,"('forest', 'high')",forest,high,9.974422204622362,0.1002564338550436
1790,1984,11,24,329,forest high sev fire,265.86,0.02660967857142856,0.10269,440.5566,0.0037904071428571415,1984-11-24,"('forest', 'high')",forest,high,7.020269213446727,0.14244467976877373
1793,1984,11,27,332,forest high sev fire,265.86,0.00014569285714285713,0.0020397,3.6224,0.00028749285714285705,1984-11-27,"('forest', 'high')",forest,high,0.5067703545429701,1.9732803843702502
1794,1984,11,28,333,forest high sev fire,265.86,0.0002403142857142857,0.0033644,2.9087,0.00023084999999999995,1984-11-28,"('forest', 'high')",forest,high,1.040997555617439,0.9606170491023658
1799,1984,12,3,338,forest high sev fire,265.85999999999996,6.59607142857143e-05,0.00092345,2.2079,0.00017522857142857144,1984-12-03,"('forest', 'high')",forest,high,0.3764267079732595,2.6565596404786396
1804,1984,12,8,343,forest high sev fire,265.86,0.03920406428571428,0.088653,875.9108,0.006304264285714284,1984-12-08,"('forest', 'high')",forest,high,6.21865811916424,0.16080639598408983
1806,1984,12,10,345,forest high sev fire,265.86,0.02107953571428571,0.07702,544.7803,0.004661657142857142,1984-12-10,"('forest', 'high')",forest,high,4.521897485872589,0.22114610141521823
1807,1984,12,11,346,forest high sev fire,265.86,0.0,0.0,0.0,0.0,1984-12-11,"('forest', 'high')",forest,high,,
1811,1984,12,15,350,forest high sev fire,265.86,9.792857142857141e-05,0.001371,3.1293,0.00024835714285714283,1984-12-15,"('forest', 'high')",forest,high,0.3943054357204486,2.536105032822757
1812,1984,12,16,351,forest high sev fire,265.86,5.819071428571428e-05,0.00081467,1.6566,0.00013147857142857143,1984-12-16,"('forest', 'high')",forest,high,0.4425870592709295,2.2594424736396337
1813,1984,12,17,352,forest high sev fire,265.86,0.0036932642857142855,0.013725,97.20719999999999,0.0017214071428571425,1984-12-17,"('forest', 'high')",forest,high,2.145491437652751,0.4660936801938664
1814,1984,12,18,353,forest high sev fire,265.86,0.05398313571428571,0.10873,995.538,0.0073924142857142855,1984-12-18,"('forest', 'high')",forest,high,7.302504111357395,0.13693932721581437
1815,1984,12,19,354,forest high sev fire,265.86,0.0009654071428571427,0.0059977,19.643,0.001039142857142857,1984-12-19,"('forest', 'high')",forest,high,0.92904179268628,1.0763778420651537
1822,1984,12,26,361,forest high sev fire,265.86,0.0001614357142857143,0.0022601,2.3724,0.00018828571428571424,1984-12-26,"('forest', 'high')",forest,high,0.8573975720789077,1.1663200743329938
1823,1984,12,27,362,forest high sev fire,265.86,9.416428571428569e-05,0.0013183,2.3051,0.00018294285714285714,1984-12-27,"('forest', 'high')",forest,high,0.5147196626581289,1.9428051278161274
1834,1985,1,7,7,forest high sev fire,265.86,0.00010687142857142856,0.0014962,2.6466,0.00021004999999999998,1985-01-07,"('forest', 'high')",forest,high,0.5087904240486959,1.9654457960165752
1855,1985,1,28,28,forest high sev fire,265.86,0.015411778571428569,0.064048,404.438,0.0028649214285714287,1985-01-28,"('forest', 'high')",forest,high,5.379476874209963,0.18589168117705895
1860,1985,2,2,33,forest high sev fire,265.86,0.0002198285714285714,0.0030776,6.2492,0.0004959642857142857,1985-02-02,"('forest', 'high')",forest,high,0.44323467991646864,2.2561411489472314
1866,1985,2,8,39,forest high sev fire,265.86,0.02687554285714285,0.1218,677.4299999999998,0.004416785714285714,1985-02-08,"('forest', 'high')",forest,high,6.084864558906766,0.16434219534701763
1867,1985,2,9,40,forest high sev fire,265.86,0.01712812857142857,0.08375,1131.253,0.006709921428571428,1985-02-09,"('forest', 'high')",forest,high,2.5526570994550712,0.391748660724339
1892,1985,3,6,65,forest high sev fire,265.86,7.342142857142856e-05,0.0010279,1.1212,8.898571428571428e-05,1985-03-06,"('forest', 'high')",forest,high,0.8250923101621448,1.2119856017122288
1893,1985,3,7,66,forest high sev fire,265.86,0.00012989999999999999,0.0018186,5.1084,0.00040542857142857134,1985-03-07,"('forest', 'high')",forest,high,0.3204016913319239,3.1210821511052456
1903,1985,3,17,76,forest high sev fire,265.86,6.513571428571428e-05,0.0009119,1.5376,0.00012202857142857142,1985-03-17,"('forest', 'high')",forest,high,0.5337742917349567,1.8734510362978396
1904,1985,3,18,77,forest high sev fire,265.86,3.9236428571428564e-05,0.00054931,1.1588,9.197142857142857e-05,1985-03-18,"('forest', 'high')",forest,high,0.42661540851196017,2.34403160328412
1912,1985,3,26,85,forest high sev fire,265.86,0.00011519285714285712,0.0016127,5.2815,0.00041917142857142854,1985-03-26,"('forest', 'high')",forest,high,0.27481085133937694,3.638866497178645
1913,1985,3,27,86,forest high sev fire,265.86,0.0015203571428571425,0.0056056,64.1057,0.0016718642857142855,1985-03-27,"('forest', 'high')",forest,high,0.9093783244538817,1.099652337326756
2121,1985,10,21,294,forest high sev fire,265.86,0.08114107142857142,0.3391,1745.7789999999998,0.008890414285714287,1985-10-21,"('forest', 'high')",forest,high,9.126804310903074,0.10956737604260659
2141,1985,11,10,314,forest high sev fire,265.86,0.03913006428571428,0.2202,1704.898,0.008353464285714284,1985-11-10,"('forest', 'high')",forest,high,4.684291803657166,0.21347944191249366
2142,1985,11,11,315,forest high sev fire,265.86,0.15016307142857138,0.70437,3425.779,0.017795928571428567,1985-11-11,"('forest', 'high')",forest,high,8.438057661664184,0.11851068576400038
2155,1985,11,24,328,forest high sev fire,265.86,0.47226392857142846,2.4092,9327.499000000002,0.048301571428571416,1985-11-24,"('forest', 'high')",forest,high,9.77740298304403,0.10227664766750433
2156,1985,11,25,329,forest high sev fire,265.86,0.23169449999999994,1.1405,5805.296000000001,0.030412357142857144,1985-11-25,"('forest', 'high')",forest,high,7.618432826881928,0.13126059161031942
2159,1985,11,28,332,forest high sev fire,265.86,5.408071428571427e-05,0.00075713,3.0287,0.00024037142857142853,1985-11-28,"('forest', 'high')",forest,high,0.22498811363366217,4.444679249270271
2160,1985,11,29,333,forest high sev fire,265.86,0.08568599999999998,0.43953,3227.898,0.017810714285714284,1985-11-29,"('forest', 'high')",forest,high,4.810924403448967,0.20786026055264906
2163,1985,12,2,336,forest high sev fire,265.86,0.0009152357142857142,0.0081798,17.9759,0.0009703357142857141,1985-12-02,"('forest', 'high')",forest,high,0.9432155292350953,1.060203070247321
2171,1985,12,10,344,forest high sev fire,265.86,5.697214285714285e-05,0.00079761,2.4211,0.00019215714285714282,1985-12-10,"('forest', 'high')",forest,high,0.296487250018586,3.3728263186268976
2172,1985,12,11,345,forest high sev fire,265.86,7.131785714285712e-05,0.00099845,1.0029,7.959285714285713e-05,1985-12-11,"('forest', 'high')",forest,high,0.8960333841873821,1.1160298462617058
2196,1986,1,4,4,forest high sev fire,265.86,0.010826149999999998,0.055389,558.669,0.003200614285714286,1986-01-04,"('forest', 'high')",forest,high,3.3825225514744925,0.29563734898503036
2197,1986,1,5,5,forest high sev fire,265.86,0.00014347142857142856,0.0020086,3.0786,0.0002443357142857143,1986-01-05,"('forest', 'high')",forest,high,0.5871897564825913,1.7030269839689336
2221,1986,1,29,29,forest high sev fire,265.86,0.014537771428571425,0.072553,1046.713,0.005661735714285714,1986-01-29,"('forest', 'high')",forest,high,2.567723426561516,0.38945004343365663
2222,1986,1,30,30,forest high sev fire,265.86,0.1615109285714285,0.82228,9034.574,0.046738785714285705,1986-01-30,"('forest', 'high')",forest,high,3.4556081443524262,0.28938466348805236
2223,1986,1,31,31,forest high sev fire,265.86,0.00019980714285714282,0.0027973,13.197,0.0010473571428571428,1986-01-31,"('forest', 'high')",forest,high,0.1907726931732933,5.241840346047976
2231,1986,2,8,39,forest high sev fire,265.86,0.0001308142857142857,0.0018314,3.1644,0.0002511428571428571,1986-02-08,"('forest', 'high')",forest,high,0.5208759954493744,1.9198427432565248
2235,1986,2,12,43,forest high sev fire,265.86,0.03841547142857143,0.18612,1571.7373999999998,0.00878762857142857,1986-02-12,"('forest', 'high')",forest,high,4.371540184740236,0.2287523293256474
2236,1986,2,13,44,forest high sev fire,265.86,0.10889642857142855,0.51806,4886.624999999999,0.026507642857142855,1986-02-13,"('forest', 'high')",forest,high,4.1081143713268675,0.2434206815125775
2237,1986,2,14,45,forest high sev fire,265.86,6403.517924214285,89646.0,8674.872000000001,0.04374135714285714,1986-02-14,"('forest', 'high')",forest,high,146395.04447245903,6.830832311322721e-06
2238,1986,2,15,46,forest high sev fire,265.86,0.1551124285714285,0.92504,10163.073999999999,0.042899857142857135,1986-02-15,"('forest', 'high')",forest,high,3.6156863659219636,0.27657266112045925
2239,1986,2,16,47,forest high sev fire,265.86,0.003644478571428571,0.026238,991.892,0.0023698428571428567,1986-02-16,"('forest', 'high')",forest,high,1.5378566390779378,0.6502556705152804
2240,1986,2,17,48,forest high sev fire,265.86,0.0,0.0,0.0,0.0,1986-02-17,"('forest', 'high')",forest,high,,
2241,1986,2,18,49,forest high sev fire,265.86,0.0024544499999999995,0.015609,457.705,0.0013832642857142857,1986-02-18,"('forest', 'high')",forest,high,1.7743897716064998,0.5635740331700732
2242,1986,2,19,50,forest high sev fire,265.86,0.054685221428571414,0.41965,3270.1269999999995,0.01012487142857143,1986-02-19,"('forest', 'high')",forest,high,5.401078108928365,0.18514822037972922
2258,1986,3,7,66,forest high sev fire,265.86,6.028785714285713e-05,0.00084403,2.8736,0.00022806428571428566,1986-03-07,"('forest', 'high')",forest,high,0.26434589244887097,3.7829224079712804
2259,1986,3,8,67,forest high sev fire,265.86,0.07682396428571428,0.38246,2450.2500000000005,0.012873342857142854,1986-03-08,"('forest', 'high')",forest,high,5.967677948007734,0.16756936428411706
