sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
8039,2002,1,3,3,forest high sev fire,265.86,0.00021320714285714284,0.0029849,6.4552,0.0005123142857142856,2002-01-03,"('forest', 'high')",forest,high,0.4161647426245051,2.4028945693323056
8052,2002,1,16,16,forest high sev fire,265.86,5.913142857142856e-05,0.00082784,1.4238,0.00011299999999999998,2002-01-16,"('forest', 'high')",forest,high,0.5232869785082175,1.9109972941631233
8063,2002,1,27,27,forest high sev fire,265.86,0.03564312142857143,0.17874,2002.9471999999998,0.010433314285714285,2002-01-27,"('forest', 'high')",forest,high,3.4162798562845396,0.2927160660331777
8064,2002,1,28,28,forest high sev fire,265.86,0.00027191428571428567,0.0038068,19.735,0.001566285714285714,2002-01-28,"('forest', 'high')",forest,high,0.17360452389638817,5.7602185562677315
8084,2002,2,17,48,forest high sev fire,265.86,9.422142857142855e-05,0.0013191,8.1473,0.0006466071428571428,2002-02-17,"('forest', 'high')",forest,high,0.1457166528583264,6.86263361382761
8102,2002,3,7,66,forest high sev fire,265.86,0.0024089999999999992,0.0097091,40.665099999999995,0.0008889785714285714,2002-03-07,"('forest', 'high')",forest,high,2.709851595330113,0.36902389847595335
8112,2002,3,17,76,forest high sev fire,265.86,7.459999999999998e-05,0.0010444,7.0884,0.0005625714285714284,2002-03-17,"('forest', 'high')",forest,high,0.13260538344337228,7.541171964764458
8113,2002,3,18,77,forest high sev fire,265.86,1.958071428571428e-05,0.00027413,1.2097,9.600714285714284e-05,2002-03-18,"('forest', 'high')",forest,high,0.2039505989137713,4.90314814139277
8175,2002,5,19,139,forest high sev fire,265.86,0.00013539285714285712,0.0018955,2.1117,0.00016759285714285712,2002-05-19,"('forest', 'high')",forest,high,0.8078677066018838,1.237826431020839
8176,2002,5,20,140,forest high sev fire,265.86,0.00012088571428571427,0.0016924,2.2895,0.00018170714285714284,2002-05-20,"('forest', 'high')",forest,high,0.6652777231809426,1.5031316473646892
8347,2002,11,7,311,forest high sev fire,265.86,0.00016192142857142855,0.0022669,2.3191,0.00018405714285714284,2002-11-07,"('forest', 'high')",forest,high,0.8797345544861843,1.1367065155057567
8348,2002,11,8,312,forest high sev fire,265.86,0.2587851428571429,1.3518,17570.209,0.090917,2002-11-08,"('forest', 'high')",forest,high,2.8463889355911753,0.3513223324809991
8349,2002,11,9,313,forest high sev fire,265.86,0.004335707142857143,0.012506,118.4831,0.001773492857142857,2002-11-09,"('forest', 'high')",forest,high,2.4447277164916694,0.40904350748518525
8350,2002,11,10,314,forest high sev fire,265.86,5.644285714285713e-05,0.0007902,4.186,0.0003322214285714285,2002-11-10,"('forest', 'high')",forest,high,0.1698952935864634,5.885978233358643
8370,2002,11,30,334,forest high sev fire,265.86,0.0028555214285714277,0.0081858,76.7603,0.0013422285714285711,2002-11-30,"('forest', 'high')",forest,high,2.127447954361616,0.47004675153149417
8371,2002,12,1,335,forest high sev fire,265.86,8.164999999999998e-05,0.0011431,1.1424,9.06642857142857e-05,2002-12-01,"('forest', 'high')",forest,high,0.9005751201449618,1.1104015396728195
8385,2002,12,15,349,forest high sev fire,265.86,4.423428571428571e-05,0.00061928,2.0447,0.0001622785714285714,2002-12-15,"('forest', 'high')",forest,high,0.27258242000088034,3.6686151659992245
8386,2002,12,16,350,forest high sev fire,265.86,0.08762586428571428,0.42933,4804.945000000001,0.02504607142857142,2002-12-16,"('forest', 'high')",forest,high,3.498587175063099,0.2858296649366653
8387,2002,12,17,351,forest high sev fire,265.86,4.748142857142857e-05,0.00066474,1.6978,0.00013474285714285713,2002-12-17,"('forest', 'high')",forest,high,0.35238549618320614,2.837801245599783
8390,2002,12,20,354,forest high sev fire,265.86,0.2729647142857142,1.3638,6364.079000000001,0.03363192857142857,2002-12-20,"('forest', 'high')",forest,high,8.116237333995967,0.12320980262755052
8391,2002,12,21,355,forest high sev fire,265.86,0.00012575714285714283,0.0017606,1.9561,0.00015524285714285711,2002-12-21,"('forest', 'high')",forest,high,0.8100671758535014,1.234465523117119
8392,2002,12,22,356,forest high sev fire,265.86,0.0,0.0,0.0,0.0,2002-12-22,"('forest', 'high')",forest,high,,
8409,2003,1,8,8,forest high sev fire,265.86,6.706285714285714e-05,0.00093888,3.3976,0.00026964999999999997,2003-01-08,"('forest', 'high')",forest,high,0.24870334560673893,4.020854635310156
8410,2003,1,9,9,forest high sev fire,265.86,0.00011446428571428569,0.0016025,1.9535,0.0001550428571428571,2003-01-09,"('forest', 'high')",forest,high,0.7382751313001014,1.3545085803432138
8443,2003,2,11,42,forest high sev fire,265.86,0.00011695714285714285,0.0016374,10.879,0.0008634285714285713,2003-02-11,"('forest', 'high')",forest,high,0.13545665122435474,7.382435568584341
8444,2003,2,12,43,forest high sev fire,265.86,0.3292901428571428,1.68,19319.11,0.1004380714285714,2003-02-12,"('forest', 'high')",forest,high,3.2785390855630303,0.3050139021991461
8445,2003,2,13,44,forest high sev fire,265.86,0.0002417142857142857,0.003384,7.4263,0.000589392857142857,2003-02-13,"('forest', 'high')",forest,high,0.4101072532266861,2.4383865248226946
8456,2003,2,24,55,forest high sev fire,265.86,7.930714285714285e-05,0.0011103,4.7788,0.00037927142857142854,2003-02-24,"('forest', 'high')",forest,high,0.20910392105164038,4.7823110870935785
8457,2003,2,25,56,forest high sev fire,265.86,0.020185642857142853,0.087708,562.3567,0.004200357142857143,2003-02-25,"('forest', 'high')",forest,high,4.805696794490264,0.208086369732377
8459,2003,2,27,58,forest high sev fire,265.86,6.120357142857143e-05,0.00085685,1.9452,0.00015438571428571428,2003-02-27,"('forest', 'high')",forest,high,0.396432867585824,2.522495185855167
8464,2003,3,4,63,forest high sev fire,265.86,5.914714285714285e-05,0.00082806,2.1682,0.0001720785714285714,2003-03-04,"('forest', 'high')",forest,high,0.3437217218048234,2.90933024176992
8475,2003,3,15,74,forest high sev fire,265.86,0.11771404285714283,0.59675,14728.559000000001,0.07579542857142857,2003-03-15,"('forest', 'high')",forest,high,1.5530493735016055,0.6438945323066808
8476,2003,3,16,75,forest high sev fire,265.86,0.0003376857142857143,0.0047276,12.553,0.0009962142857142854,2003-03-16,"('forest', 'high')",forest,high,0.3389689538968955,2.9501226838141963
8505,2003,4,14,104,forest high sev fire,265.86,0.2007925714285714,0.8726,4668.763,0.023941071428571426,2003-04-14,"('forest', 'high')",forest,high,8.386950100693667,0.11923285437423696
8523,2003,5,2,122,forest high sev fire,265.86,0.04039468571428571,0.14643,825.7487000000001,0.004836607142857142,2003-05-02,"('forest', 'high')",forest,high,8.351864131438067,0.11973374856947236
8524,2003,5,3,123,forest high sev fire,265.86,0.16918707142857142,0.77746,4228.249,0.021782999999999997,2003-05-03,"('forest', 'high')",forest,high,7.766931617709749,0.12875097261315557
8705,2003,10,31,304,forest high sev fire,265.86,0.003720871428571428,0.012482,54.2205,0.000915385714285714,2003-10-31,"('forest', 'high')",forest,high,4.064812647283738,0.24601379861092443
8706,2003,11,1,305,forest high sev fire,265.86,0.03250200714285714,0.11492,993.5956999999999,0.005960435714285713,2003-11-01,"('forest', 'high')",forest,high,5.452958256886782,0.18338669633809426
8708,2003,11,3,307,forest high sev fire,265.86,0.00013195714285714285,0.0018474,1.1815,9.377142857142856e-05,2003-11-03,"('forest', 'high')",forest,high,1.407221206581353,0.7106203312763884
8742,2003,12,7,341,forest high sev fire,265.86,0.00017788571428571426,0.0024904,3.0936,0.0002455214285714285,2003-12-07,"('forest', 'high')",forest,high,0.7245221540162338,1.3802200449726951
8749,2003,12,14,348,forest high sev fire,265.86,0.004070728571428571,0.013335,70.6871,0.0010515571428571426,2003-12-14,"('forest', 'high')",forest,high,3.8711434743034148,0.25832160617088545
8758,2003,12,23,357,forest high sev fire,265.86,0.00012632142857142855,0.0017685,3.8658,0.0003068142857142857,2003-12-23,"('forest', 'high')",forest,high,0.41171951389858913,2.4288379983036474
8759,2003,12,24,358,forest high sev fire,265.86,9.110714285714284e-05,0.0012755,1.9302,0.00015319285714285712,2003-12-24,"('forest', 'high')",forest,high,0.5947218725229636,1.6814582516660133
8760,2003,12,25,359,forest high sev fire,265.86,0.09056639285714284,0.44287,5825.146,0.03094492857142856,2003-12-25,"('forest', 'high')",forest,high,2.92669581214554,0.341682246528691
8768,2004,1,2,2,forest high sev fire,265.86,0.00019672142857142855,0.0027541,10.728,0.0008514999999999998,2004-01-02,"('forest', 'high')",forest,high,0.23102927606744403,4.3284557568715725
8799,2004,2,2,33,forest high sev fire,265.86,0.027457799999999994,0.12018,916.5615999999999,0.005083957142857143,2004-02-02,"('forest', 'high')",forest,high,5.400871649474396,0.18515529805217984
8800,2004,2,3,34,forest high sev fire,265.86,0.00026696428571428563,0.0037375,13.293,0.0010549999999999997,2004-02-03,"('forest', 'high')",forest,high,0.2530467163168585,3.9518394648829434
8815,2004,2,18,49,forest high sev fire,265.86,0.030673492857142857,0.15135,1485.1217000000001,0.007794628571428572,2004-02-18,"('forest', 'high')",forest,high,3.935209045056669,0.2541161062983884
8818,2004,2,21,52,forest high sev fire,265.86,0.0002193142857142857,0.0030704,4.7848,0.00037975,2004-02-21,"('forest', 'high')",forest,high,0.577522806357566,1.7315333507034916
8819,2004,2,22,53,forest high sev fire,265.86,0.11263999999999998,0.56871,4745.094999999999,0.024942285714285715,2004-02-22,"('forest', 'high')",forest,high,4.516025567596049,0.22143364448051953
8820,2004,2,23,54,forest high sev fire,265.86,0.00035277142857142855,0.0049388,16.748,0.0013292142857142856,2004-02-23,"('forest', 'high')",forest,high,0.26539846310924825,3.767919332631408
8822,2004,2,25,56,forest high sev fire,265.86,0.00019892142857142855,0.0027849,13.471,0.001069142857142857,2004-02-25,"('forest', 'high')",forest,high,0.18605692143238908,5.374699271068979
8823,2004,2,26,57,forest high sev fire,265.86,0.20402700000000001,1.041,16147.661000000004,0.07616385714285713,2004-02-26,"('forest', 'high')",forest,high,2.678790277353151,0.3733028331684391
8827,2004,3,1,61,forest high sev fire,265.86,7.722857142857141e-05,0.0010812,2.814,0.0002233285714285714,2004-03-01,"('forest', 'high')",forest,high,0.3458069468432162,2.891786903440622
8828,2004,3,2,62,forest high sev fire,265.86,0.00019004999999999996,0.0026607,14.601,0.0011587857142857142,2004-03-02,"('forest', 'high')",forest,high,0.16400789003266963,6.097267636336303
9056,2004,10,16,290,forest high sev fire,265.86,4.432928571428571e-05,0.00062061,1.2697,0.00010077142857142856,2004-10-16,"('forest', 'high')",forest,high,0.4398993478877232,2.2732472889576387
9057,2004,10,17,291,forest high sev fire,265.86,0.24355785714285708,1.2286,5849.616999999999,0.029479714285714286,2004-10-17,"('forest', 'high')",forest,high,8.261879839889898,0.12103782908725123
9058,2004,10,18,292,forest high sev fire,265.86,0.003658785714285714,0.012174,74.1481,0.0011306714285714283,2004-10-18,"('forest', 'high')",forest,high,3.2359407179046586,0.30902914706284285
9059,2004,10,19,293,forest high sev fire,265.86,0.05133550714285713,0.20583,1142.4779,0.006609207142857141,2004-10-19,"('forest', 'high')",forest,high,7.767271630809402,0.12874533652633355
9060,2004,10,20,294,forest high sev fire,265.86,0.471577857142857,2.3808,12390.525,0.06331407142857143,2004-10-20,"('forest', 'high')",forest,high,7.448231435801337,0.13426006007188637
9066,2004,10,26,300,forest high sev fire,265.86,0.06265860714285712,0.24875,1806.4854999999998,0.00933922142857143,2004-10-26,"('forest', 'high')",forest,high,6.709189585243795,0.14904929832351166
9067,2004,10,27,301,forest high sev fire,265.86,0.3288441428571428,1.4914,5690.56,0.030087571428571422,2004-10-27,"('forest', 'high')",forest,high,10.929567500581637,0.09149492877433468
9092,2004,11,21,326,forest high sev fire,265.86,0.0001247785714285714,0.0017469,2.1632,0.0001716785714285714,2004-11-21,"('forest', 'high')",forest,high,0.7268150613688371,1.3758658194516
9093,2004,11,22,327,forest high sev fire,265.86,0.00010839285714285713,0.0015175,1.371,0.0001088142857142857,2004-11-22,"('forest', 'high')",forest,high,0.9961270841538663,1.0038879736408568
9098,2004,11,27,332,forest high sev fire,265.86,0.0003208214285714285,0.0044915,5.932,0.000470792857142857,2004-11-27,"('forest', 'high')",forest,high,0.681449226987908,1.4674607592118445
9106,2004,12,5,340,forest high sev fire,265.86,0.04360054999999999,0.16601,934.3859000000001,0.0059245428571428555,2004-12-05,"('forest', 'high')",forest,high,7.359310422986222,0.13588229637339108
9128,2004,12,27,362,forest high sev fire,265.86,0.03809114285714285,0.17158,1395.8292,0.0072893428571428566,2004-12-27,"('forest', 'high')",forest,high,5.225593527929227,0.1913658218258463
9129,2004,12,28,363,forest high sev fire,265.86,0.1666687857142857,0.85294,15113.52,0.07781735714285712,2004-12-28,"('forest', 'high')",forest,high,2.1417944766270476,0.4668982065799448
9130,2004,12,29,364,forest high sev fire,265.86,0.19853749999999998,1.0551,13008.869999999999,0.06643471428571429,2004-12-29,"('forest', 'high')",forest,high,2.9884602069055974,0.3346204837157429
9132,2004,12,31,366,forest high sev fire,265.86,0.09777907142857141,0.51618,8739.823999999999,0.044294357142857135,2004-12-31,"('forest', 'high')",forest,high,2.2074837007616255,0.4530044772946592
9134,2005,1,2,2,forest high sev fire,265.86,0.06834749285714284,0.50893,1430.8858,0.004370014285714285,2005-01-02,"('forest', 'high')",forest,high,15.640107420374564,0.06393817977856645
9135,2005,1,3,3,forest high sev fire,265.86,0.12310491428571427,0.69357,31464.34,0.14946999999999996,2005-01-03,"('forest', 'high')",forest,high,0.8236095155262882,1.2141676135941653
9136,2005,1,4,4,forest high sev fire,265.86,4.7004999999999995e-05,0.00065807,10.424,0.00016550714285714282,2005-01-04,"('forest', 'high')",forest,high,0.2840058694057227,3.5210539912167396
9139,2005,1,7,7,forest high sev fire,265.86,0.10395477857142857,0.69585,5295.544000000001,0.01946257857142857,2005-01-07,"('forest', 'high')",forest,high,5.3412644264946545,0.18722158652914256
9140,2005,1,8,8,forest high sev fire,265.86,0.2521985,1.3896,10212.997,0.046033214285714275,2005-01-08,"('forest', 'high')",forest,high,5.4786202509057915,0.18252770847453206
9141,2005,1,9,9,forest high sev fire,265.86,0.19961826428571428,1.0895,17374.254999999997,0.08075935714285715,2005-01-09,"('forest', 'high')",forest,high,2.471766385319348,0.4045689778529785
9142,2005,1,10,10,forest high sev fire,265.86,0.23002878571428567,1.2075,16395.175,0.0768175,2005-01-10,"('forest', 'high')",forest,high,2.9944841437730423,0.333947335162711
9143,2005,1,11,11,forest high sev fire,265.86,0.11608038571428568,0.65056,13168.082999999999,0.06271757142857143,2005-01-11,"('forest', 'high')",forest,high,1.8508431221143307,0.5402943059040245
9160,2005,1,28,28,forest high sev fire,265.86,0.031543971428571425,0.16025,2746.1748,0.014105042857142855,2005-01-28,"('forest', 'high')",forest,high,2.2363612608661745,0.44715494651909937
9174,2005,2,11,42,forest high sev fire,265.86,0.39753357142857143,2.0028,9987.025000000001,0.05137449999999999,2005-02-11,"('forest', 'high')",forest,high,7.7379550444008505,0.12923311059083956
9175,2005,2,12,43,forest high sev fire,265.86,4.947857142857142e-05,0.0006927,4.6855,0.0003718642857142857,2005-02-12,"('forest', 'high')",forest,high,0.13305545417875184,7.515663346325971
9180,2005,2,17,48,forest high sev fire,265.86,0.00020187142857142854,0.0028262,4.805,0.0003813499999999999,2005-02-17,"('forest', 'high')",forest,high,0.529359980520332,1.8890736678225177
9181,2005,2,18,49,forest high sev fire,265.86,0.02789933571428571,0.096631,1636.362,0.012307435714285712,2005-02-18,"('forest', 'high')",forest,high,2.266868286941518,0.4411372313780128
9182,2005,2,19,50,forest high sev fire,265.86,14114.924831071427,107960.0,10038.844000000001,0.0499895,2005-02-19,"('forest', 'high')",forest,high,282357.79175769765,3.541605824917838e-06
9183,2005,2,20,51,forest high sev fire,265.86,0.17253064285714284,0.89507,7983.225,0.03718421428571427,2005-02-20,"('forest', 'high')",forest,high,4.639889430806853,0.21552237718434275
9184,2005,2,21,52,forest high sev fire,265.86,0.2251021428571429,1.2246,11357.724,0.05155328571428571,2005-02-21,"('forest', 'high')",forest,high,4.366397596938536,0.22902174568370545
9185,2005,2,22,53,forest high sev fire,265.86,0.13327879285714284,0.7305,8365.107,0.03837507142857142,2005-02-22,"('forest', 'high')",forest,high,3.473056541542036,0.28793081484242133
9186,2005,2,23,54,forest high sev fire,265.86,0.008005781428571428,0.051976,1690.0077999999999,0.005869678571428571,2005-02-23,"('forest', 'high')",forest,high,1.363921606804948,0.7331799679767139
9195,2005,3,4,63,forest high sev fire,265.86,0.00011648571428571427,0.0016308,12.496,0.0009917142857142857,2005-03-04,"('forest', 'high')",forest,high,0.11745894554883318,8.513612950699045
9209,2005,3,18,77,forest high sev fire,265.86,9.884999999999998e-05,0.0013839,2.9767,0.00023624285714285708,2005-03-18,"('forest', 'high')",forest,high,0.41842534921690755,2.389912565936845
9210,2005,3,19,78,forest high sev fire,265.86,0.00013605,0.0019047,5.0173,0.00039819285714285714,2005-03-19,"('forest', 'high')",forest,high,0.3416686099700432,2.9268126214101957
9213,2005,3,22,81,forest high sev fire,265.86,0.24802849999999999,1.2311,6367.857,0.032843642857142856,2005-03-22,"('forest', 'high')",forest,high,7.551796281515666,0.13241882629271579
9214,2005,3,23,82,forest high sev fire,265.86,0.02209045714285714,0.075085,444.2709,0.003941007142857143,2005-03-23,"('forest', 'high')",forest,high,5.605282188563112,0.17840315016438904
9250,2005,4,28,118,forest high sev fire,265.86,0.18867528571428566,0.96805,5085.353999999999,0.02564328571428571,2005-04-28,"('forest', 'high')",forest,high,7.35768761524877,0.135912266501707
9257,2005,5,5,125,forest high sev fire,265.86,0.00017171428571428568,0.002404,2.0056,0.00015917142857142856,2005-05-05,"('forest', 'high')",forest,high,1.0788009334051336,0.9269550748752081
9259,2005,5,7,127,forest high sev fire,265.86,0.00016269999999999997,0.0022778,1.7031,0.00013516428571428568,2005-05-07,"('forest', 'high')",forest,high,1.2037203403265868,0.8307577487048906
9261,2005,5,9,129,forest high sev fire,265.86,0.00021345714285714285,0.0029884,4.1999,0.00033332142857142854,2005-05-09,"('forest', 'high')",forest,high,0.6403942997964214,1.5615379467273456
9395,2005,9,20,263,forest high sev fire,265.86,0.00022312142857142854,0.0031237,1.6117,0.0001279142857142857,2005-09-20,"('forest', 'high')",forest,high,1.7443042215769489,0.5732944905080514
9422,2005,10,17,290,forest high sev fire,265.86,0.15515607142857143,0.73062,4253.464,0.021168142857142854,2005-10-17,"('forest', 'high')",forest,high,7.329696916525508,0.13643128923181033
9423,2005,10,18,291,forest high sev fire,265.86,0.03563257142857142,0.12763,748.6504000000001,0.004392528571428572,2005-10-18,"('forest', 'high')",forest,high,8.112086432481126,0.12327284827685747
9445,2005,11,9,313,forest high sev fire,265.86,0.12901571428571426,0.57516,3086.944,0.015586499999999994,2005-11-09,"('forest', 'high')",forest,high,8.277401230918699,0.12081086467872129
9446,2005,11,10,314,forest high sev fire,265.86,0.002657878571428571,0.018164,18.3062,0.000630192857142857,2005-11-10,"('forest', 'high')",forest,high,4.2175637843290605,0.2371037051569055
9497,2005,12,31,365,forest high sev fire,265.86,0.15092142857142854,0.76881,5502.767,0.027660499999999994,2005-12-31,"('forest', 'high')",forest,high,5.456207536791763,0.18327748591982584
9498,2006,1,1,1,forest high sev fire,265.86,0.049493757142857135,0.2412,1838.6896,0.008922035714285714,2006-01-01,"('forest', 'high')",forest,high,5.547361468595011,0.18026588057426005
9499,2006,1,2,2,forest high sev fire,265.86,0.08109295714285714,0.41798,14054.346000000001,0.07184085714285712,2006-01-02,"('forest', 'high')",forest,high,1.1287860469370794,0.8859074779613588
9511,2006,1,14,14,forest high sev fire,265.86,9.972857142857142e-05,0.0013962,4.6878,0.00037204999999999996,2006-01-14,"('forest', 'high')",forest,high,0.26805152917234626,3.730625984815929
9545,2006,2,17,48,forest high sev fire,265.86,1.8138571428571427e-05,0.00025394,1.0137,8.044999999999999e-05,2006-02-17,"('forest', 'high')",forest,high,0.2254639083725473,4.435299677089076
9546,2006,2,18,49,forest high sev fire,265.86,3.625071428571428e-05,0.00050751,1.8455,0.00014646428571428566,2006-02-18,"('forest', 'high')",forest,high,0.2475054864667155,4.040314476562037
9547,2006,2,19,50,forest high sev fire,265.86,0.00014843571428571425,0.0020781,5.3563,0.0004251071428571428,2006-02-19,"('forest', 'high')",forest,high,0.3491724775266739,2.8639141523507057
9555,2006,2,27,58,forest high sev fire,265.86,0.01350975,0.065822,1047.853,0.006128292857142856,2006-02-27,"('forest', 'high')",forest,high,2.2044883159024713,0.45362000459985247
9556,2006,2,28,59,forest high sev fire,265.86,0.17764142857142853,0.89121,6537.3060000000005,0.03450685714285714,2006-02-28,"('forest', 'high')",forest,high,5.148003709407654,0.19425005428270434
9559,2006,3,3,62,forest high sev fire,265.86,0.0001014,0.0014196,20.884,0.0016574999999999997,2006-03-03,"('forest', 'high')",forest,high,0.061176470588235304,16.346153846153843
9562,2006,3,6,65,forest high sev fire,265.86,4.812857142857142e-05,0.0006738,2.0064,0.00015924285714285713,2006-03-06,"('forest', 'high')",forest,high,0.3022337848748542,3.308696942712971
9563,2006,3,7,66,forest high sev fire,265.86,0.0,0.0,0.0,0.0,2006-03-07,"('forest', 'high')",forest,high,,
9567,2006,3,11,70,forest high sev fire,265.86,0.00013768571428571426,0.0019276,4.4737,0.00035504999999999993,2006-03-11,"('forest', 'high')",forest,high,0.3877924638380912,2.578698900186761
9576,2006,3,20,79,forest high sev fire,265.86,0.0001548928571428571,0.0021685,3.0819,0.00024459285714285714,2006-03-20,"('forest', 'high')",forest,high,0.633268113191017,1.5791099838598113
9577,2006,3,21,80,forest high sev fire,265.86,7.463571428571428e-05,0.0010449,2.2278,0.00017680714285714285,2006-03-21,"('forest', 'high')",forest,high,0.4221306508302024,2.3689348262991676
9584,2006,3,28,87,forest high sev fire,265.86,0.2288226428571428,1.1532,9641.675,0.050024499999999986,2006-03-28,"('forest', 'high')",forest,high,4.5742114935110365,0.2186169138481238
9585,2006,3,29,88,forest high sev fire,265.86,9.297857142857142e-05,0.0013017,4.5446,0.0003606785714285714,2006-03-29,"('forest', 'high')",forest,high,0.2577878997920586,3.879158024122302
9588,2006,4,1,91,forest high sev fire,265.86,0.00045825714285714273,0.0064156,8.5211,0.0006762785714285713,2006-04-01,"('forest', 'high')",forest,high,0.6776159444016095,1.4757622046262238
9590,2006,4,3,93,forest high sev fire,265.86,0.0004842214285714285,0.0067791,5.8753,0.00046629285714285706,2006-04-03,"('forest', 'high')",forest,high,1.0384491659135124,0.9629744361345901
9591,2006,4,4,94,forest high sev fire,265.86,0.12708099999999997,0.62762,3355.2959999999994,0.018220142857142855,2006-04-04,"('forest', 'high')",forest,high,6.974753216612696,0.14337424837027454
9592,2006,4,5,95,forest high sev fire,265.86,0.0015066499999999996,0.017976,45.7281,0.0012203142857142857,2006-04-05,"('forest', 'high')",forest,high,1.234640959003535,0.809952069634146
9601,2006,4,14,104,forest high sev fire,265.86,0.006456642857142857,0.018654,144.9246,0.0021076999999999997,2006-04-14,"('forest', 'high')",forest,high,3.0633595185001936,0.3264389941699025
9638,2006,5,21,141,forest high sev fire,265.86,0.029313000000000002,0.093074,572.2938,0.0034826285714285705,2006-05-21,"('forest', 'high')",forest,high,8.416918255504877,0.11880832980003993
9639,2006,5,22,142,forest high sev fire,265.86,0.16667749999999998,0.85248,6413.330999999998,0.032854857142857144,2006-05-22,"('forest', 'high')",forest,high,5.073146392792541,0.19711633029567366
9784,2006,10,14,287,forest high sev fire,265.86,7.349285714285712e-05,0.0010289,1.0665,8.464285714285713e-05,2006-10-14,"('forest', 'high')",forest,high,0.8682700421940927,1.1517154242394794
9828,2006,11,27,331,forest high sev fire,265.86,7.929285714285712e-05,0.0011101,2.7422,0.00021763571428571425,2006-11-27,"('forest', 'high')",forest,high,0.3643375233844235,2.7447076839924334
9840,2006,12,9,343,forest high sev fire,265.86,5.8005714285714273e-05,0.00081208,2.5631,0.00020342142857142855,2006-12-09,"('forest', 'high')",forest,high,0.285150461743741,3.5069205004433064
9841,2006,12,10,344,forest high sev fire,265.86,0.01337638571428571,0.06074,411.13899999999995,0.0026510357142857134,2006-12-10,"('forest', 'high')",forest,high,5.045720675207803,0.19818774450070326
9858,2006,12,27,361,forest high sev fire,265.86,3.698285714285714e-05,0.00051776,1.9328,0.00015339285714285712,2006-12-27,"('forest', 'high')",forest,high,0.2410989522700815,4.147674598269468
9879,2007,1,17,17,forest high sev fire,265.86,3.395571428571428e-05,0.00047538,1.4715,0.00011678571428571426,2007-01-17,"('forest', 'high')",forest,high,0.29075229357798166,3.439353780133788
9889,2007,1,27,27,forest high sev fire,265.86,0.011373299999999998,0.048991,638.9230000000001,0.003641421428571428,2007-01-27,"('forest', 'high')",forest,high,3.1233133058322986,0.32017281075601883
9890,2007,1,28,28,forest high sev fire,265.86,0.023868235714285712,0.09758,860.043,0.005107471428571427,2007-01-28,"('forest', 'high')",forest,high,4.673200045871176,0.21398613159809224
9892,2007,1,30,30,forest high sev fire,265.86,0.00018489999999999997,0.0025886,10.874,0.0008629999999999999,2007-01-30,"('forest', 'high')",forest,high,0.214252607184241,4.667387777176853
9904,2007,2,11,42,forest high sev fire,265.86,0.00014118571428571423,0.0019766,6.9817,0.0005541,2007-02-11,"('forest', 'high')",forest,high,0.2548018666047902,3.9246180309622596
9912,2007,2,19,50,forest high sev fire,265.86,0.0001315142857142857,0.0018412,9.6391,0.000765,2007-02-19,"('forest', 'high')",forest,high,0.1719140989729225,5.8168585704975015
9915,2007,2,22,53,forest high sev fire,265.86,0.00019874999999999995,0.0027825,9.2116,0.0007310714285714285,2007-02-22,"('forest', 'high')",forest,high,0.2718612603810454,3.6783468104222825
9920,2007,2,27,58,forest high sev fire,265.86,9.484285714285714e-05,0.0013278,8.54,0.0006777785714285713,2007-02-27,"('forest', 'high')",forest,high,0.1399319204544257,7.146332278957674
9972,2007,4,20,110,forest high sev fire,265.86,0.05307934285714286,0.28103,2404.2459999999996,0.011843449999999998,2007-04-20,"('forest', 'high')",forest,high,4.481746691812171,0.223127291381043
10126,2007,9,21,264,forest high sev fire,265.86,0.0034005071428571424,0.01327,58.5202,0.0009166142857142856,2007-09-21,"('forest', 'high')",forest,high,3.70985614762402,0.26955223065467127
10127,2007,9,22,265,forest high sev fire,265.86,0.0002511142857142857,0.0035156,2.7438,0.00021776428571428568,2007-09-22,"('forest', 'high')",forest,high,1.1531472430872176,0.8671919444760495
10147,2007,10,12,285,forest high sev fire,265.86,0.0001575142857142857,0.0022052,1.6291,0.00012929285714285713,2007-10-12,"('forest', 'high')",forest,high,1.2182752334125186,0.8208325775439869
10148,2007,10,13,286,forest high sev fire,265.86,0.044297964285714274,0.14883,1199.203,0.006732214285714285,2007-10-13,"('forest', 'high')",forest,high,6.579999151202639,0.15197570349492037
10175,2007,11,9,313,forest high sev fire,265.86,0.00010417142857142857,0.0014584,1.7008,0.0001349785714285714,2007-11-09,"('forest', 'high')",forest,high,0.7717627136582527,1.2957350521119033
10181,2007,11,15,319,forest high sev fire,265.86,0.03927379285714285,0.19015,1442.6004,0.007260485714285713,2007-11-15,"('forest', 'high')",forest,high,5.409251447168037,0.18486846281171504
10182,2007,11,16,320,forest high sev fire,265.86,0.0002742428571428571,0.0038394,1.8849,0.0001495928571428571,2007-11-16,"('forest', 'high')",forest,high,1.8332617103566824,0.5454758556024379
10200,2007,12,4,338,forest high sev fire,265.86,0.04948201428571427,0.23491,2045.5018,0.01000015,2007-12-04,"('forest', 'high')",forest,high,4.948127206663328,0.20209666369396562
10203,2007,12,7,341,forest high sev fire,265.86,0.0002129642857142857,0.0029815,6.3642,0.0005051,2007-12-07,"('forest', 'high')",forest,high,0.4216279661736007,2.37175918161999
